name	* info	* tier	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
j25 	Blade Talons (1)	1	h2h	tier	j25 	clw 	j25	100		4	1	21	26							14	1	10		30		84	65		21	5	678			401	clw	j25 	j25 	j25 	ht1 	ht1 	5	1hsl	1	3					flpclw	invclw			1	1		0		so246	12	so246			5	0						7			3					255					255					255					255					255					255	1	1			255					255					255					255	1	1		1	20					255					255		1			255					255	1	1	1	1	20					255			1	2		xxx 	xxx 	1	
j76 	Blade Talons (4)	4	h2h	tier	j76 	clw 	j76	100		4	1	47	58							14	1	10		30		240	65		50	19	7542			402	clw	j76 	j76 	j76 	ht1 	ht1 	5	1hsl	1	3					flpclw	invclw			1	2		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o20 	Blade Talons (6)	6	h2h	tier	o20 	clw 	o20	100		4	1	67	82							14	1	10		30		456	65		81	28	16300			403	clw	o20 	o20 	o20 	ht1 	ht1 	5	1hsl	1	3					flpclw	invclw			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
95@ 	Blade Talons (Sacred)	Sacred	qh2h		95@ 	clw 	95@	100		1	1	91	98							14	1	10		30		368	65		90	30	16300			403	clw	95@ 	95@ 	95@ 	ht1 	ht1 	5	1hsl	1	3					flpclw	invclw			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
l12 	Bone Wand (1)	1	wand	tier	l12 	bwn 	l12			20	1	10	14									-20		10		9	60		18	2	228			401	wnd	l12 	l12 	l12 	1hs 	1hs 	5	1hss	1	2					flpbwn	invbwn			1	1		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255	1	2	1	1	1					255					255	1	2	1	1	1					255					255					255					20	1	2	1	1	20					255					255	1	2	1	1	20			1	2		xxx 	xxx 	1	
l24 	Bone Wand (4)	4	wand	tier	l24 	bwn 	l24			20	1	22	32									-20		10		32	60		43	16	5508			402	wnd	l24 	l24 	l24 	1hs 	1hs 	5	1hss	1	2					flpbwn	invbwn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
l32 	Bone Wand (6)	6	wand	tier	l32 	bwn 	l32			20	1	31	45									-20		10		65	60		75	25	13222			402	wnd	l32 	l32 	l32 	1hs 	1hs 	5	1hss	1	2					flpbwn	invbwn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
71@ 	Bone Wand (Sacred)	Sacred	qwnd		71@ 	bwn 	71@			2	1	74	80									-20		10		170	60		81	30	13222			402	wnd	71@ 	71@ 	71@ 	1hs 	1hs 	5	1hss	1	2					flpbwn	invbwn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
8@8 	Bonebreaker (1)	1	pclb	tier	8@8 	clb 	8@8			10	1	10	15								1	-10	20		31		37		10	2	225			401	clb	8@8 	8@8 	8@8 	1hs 	1hs 	5	1hsl	1	3					flpspc	invspcu			1	1				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
2@9 	Bonebreaker (4)	4	pclb	tier	2@9 	clb 	2@9			10	1	30	38								1	-10	20		131		37		35	16	7062			402	clb	2@9 	2@9 	2@9 	1hs 	1hs 	5	1hsl	1	3					flpspc	invspcu			1	2				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
4@9 	Bonebreaker (6)	6	pclb	tier	4@9 	clb 	4@9			10	1	44	56								1	-10	20		269		37		67	25	18402			403	clb	4@9 	4@9 	4@9 	1hs 	1hs 	5	1hsl	1	3					flpspc	invspcu			1	3				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
5@9 	Bonebreaker (Sacred)	Sacred	spcb		5@9 	clb 	5@9			1	1	92	94								1	-10	20		544		37		79	30	18402			403	clb	5@9 	5@9 	5@9 	1hs 	1hs 	5	1hsl	1	3					flpspc	invspcu			1	3				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
139 	Brandistock (1)	1	spea	tier	139 	brn 	139			20	1				1	12	28				4	-20		30	30	46	72		16	2	198			402	spr	139 	139 	139 	2ht 	2ht 	5	2ht	2	4					flpbrn	invbrn			1	2		2 square reach		so245	12	so245			5	0						7			3					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1					255					255					255					255					255			5	8		xxx 	xxx 	1	
343 	Brandistock (4)	4	spea	tier	343 	brn 	343			20	1				1	34	70				4	-20		30	116	155	72		41	16	5302			404	spr	343 	343 	343 	2ht 	2ht 	5	2ht	2	4					flpbrn	invbrn			1	4		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
479 	Brandistock (6)	6	spea	tier	479 	brn 	479			20	1				1	52	102				4	-20		30	234	306	72		74	25	12900			406	spr	479 	479 	479 	2ht 	2ht 	5	2ht	2	4					flpbrn	invbrn			1	6		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
40@ 	Brandistock (Sacred)	Sacred	qspe		40@ 	brn 	40@			2	1				1	111	136				4	-20		30	430	460	72		80	30	12900			406	spr	40@ 	40@ 	40@ 	2ht 	2ht 	5	2ht	2	4					flpbrn	invbrn			1	6		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
120 	Broad Axe (1)	1	2hax	tier	120 	lax 	120			20	1				1	16	21				1		30		39		44		12	1	150			402	lax	120 	120 	120 	stf 	stf 	5	2hsl	2	3					flpbrx	invbrx			1	2				so229	12	so229			5	0						7			3					255		1		1	1					255		1		1	1					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
324 	Broad Axe (4)	4	2hax	tier	324 	lax 	324			20	1				1	44	55				1		30		138		44		38	15	4902			404	lax	324 	324 	324 	stf 	stf 	5	2hsl	2	3					flpbrx	invbrx			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
460 	Broad Axe (6)	6	2hax	tier	460 	lax 	460			20	1				1	66	81				1		30		274		44		65	24	12268			406	lax	460 	460 	460 	stf 	stf 	5	2hsl	2	3					flpbrx	invbrx			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
21@ 	Broad Axe (Sacred)	Sacred	s2ha		21@ 	lax 	21@			2	1				1	118	125				1		30		447		44		78	30	12268			406	lax	21@ 	21@ 	21@ 	stf 	stf 	5	2hsl	2	3					flpbrx	invbrx			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
104 	Broad Sword (1)	1	swor	tier	104 	bsd 	104			20	1	18	21									-20	20		61		72		15	3	300			402	ssd	104 	104 	104 	1hs 	1hs 	5	1hsl	2	3					flpbsd	invbsd			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255		1		1	1					255					255					255					255					255		1		1	1					255		1		1	1					255					255			1	2		xxx 	xxx 	1	
308 	Broad Sword (4)	4	swor	tier	308 	bsd 	308			20	1	41	48									-20	20		192		72		40	17	5932			404	ssd	308 	308 	308 	1hs 	1hs 	5	1hsl	2	3					flpbsd	invbsd			1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
444 	Broad Sword (6)	6	swor	tier	444 	bsd 	444			20	1	58	70									-20	20		373		72		78	26	14212			406	ssd	444 	444 	444 	1hs 	1hs 	5	1hsl	2	3					flpbsd	invbsd			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
05@ 	Broad Sword (Sacred)	Sacred	qswd		05@ 	bsd 	05@			2	1	87	92									-20	20		488		72		84	30	14212			406	ssd	05@ 	05@ 	05@ 	1hs 	1hs 	5	1hsl	2	3					flpbsd	invbsd			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
3@7 	Bronze Sword (1)	1	bswd	tier	3@7 	lsd 	3@7			10	1	21	26								1	-10	30		82		122		21	4	582			402	ssd	3@7 	3@7 	3@7 	1hs 	1hs 	5	1hsl	2	3					flplsd	invlsdu			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
6@7 	Bronze Sword (4)	4	bswd	tier	6@7 	lsd 	6@7			10	1	51	61								1	-10	30		249		122		50	18	9558			404	ssd	6@7 	6@7 	6@7 	1hs 	1hs 	5	1hsl	2	3					flplsd	invlsdu			1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
8@7 	Bronze Sword (6)	6	bswd	tier	8@7 	lsd 	8@7			10	1	74	89								1	-10	30		482		122		81	27	21825			406	ssd	8@7 	8@7 	8@7 	1hs 	1hs 	5	1hsl	2	3					flplsd	invlsdu			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
9@7 	Bronze Sword (Sacred)	Sacred	sbsd		9@7 	lsd 	9@7			1	1	104	110								1	-10	30		576		122		86	30	21825			406	ssd	9@7 	9@7 	9@7 	1hs 	1hs 	5	1hsl	2	3					flplsd	invlsdu			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
j23 	Cestus (1)	1	h2h	tier	j23 	axf 	j23	100		4	1	14	16							14	1			30		39	38		15	2	228			401	axf	j23 	j23 	j23 	ht1 	ht1 	5	1hsl	1	3					flpaxf	invaxf			1	1		0		so246	12	so246			5	0						7			3					255					255					255	1	1	1	1	20					255					255					255					255					255	1	1		1	20					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
j74 	Cestus (4)	4	h2h	tier	j74 	axf 	j74	100		4	1	32	38							14	1			30		129	38		41	16	5508			402	axf	j74 	j74 	j74 	ht1 	ht1 	5	1hsl	1	3					flpaxf	invaxf			1	2		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o18 	Cestus (6)	6	h2h	tier	o18 	axf 	o18	100		4	1	46	54							14	1			30		255	38		73	26	13548			403	axf	o18 	o18 	o18 	ht1 	ht1 	5	1hsl	1	3					flpaxf	invaxf			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
93@ 	Cestus (Sacred)	Sacred	qh2h		93@ 	axf 	93@	100		1	1	81	85							14	1			30		349	38		82	30	13548			403	axf	93@ 	93@ 	93@ 	ht1 	ht1 	5	1hsl	1	3					flpaxf	invaxf			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
j13 	Clasped Orb (1)	1	orb	tier	j13 	ob4 	j13	100		4	1	12	16							14				20		9	62		17	3	300			401	bst	j13 	j13 	j13 	1hs 	1hs 	5	1hss	1	2					flpob4	invob4			1	1		0		so234	12	so234			5	0	1					7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
j64 	Clasped Orb (4)	4	orb	tier	j64 	ob4 	j64	100		4	1	27	35							14				20		32	62		46	17	5932			402	bst	j64 	j64 	j64 	1hs 	1hs 	5	1hss	1	2					flpob4	invob4			1	2		0		so234	12	so234			5	0	1					7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
j98 	Clasped Orb (6)	6	orb	tier	j98 	ob4 	j98	100		4	1	39	49							14				20		65	62		84	26	13878			402	bst	j98 	j98 	j98 	1hs 	1hs 	5	1hss	1	2					flpob4	invob4			1	2		0		so234	12	so234			5	0	1					7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
83@ 	Clasped Orb (Sacred)	Sacred	qorb		83@ 	ob4 	83@	100		1	1	77	82							14				20		188	62		84	30	13878			402	bst	83@ 	83@ 	83@ 	1hs 	1hs 	5	1hss	1	2					flpob4	invob4			1	2		0		so234	12	so234			5	0	1					7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
j24 	Claws (1)	1	h2h	tier	j24 	clw 	j24	100		4	1	16	19							14	1	-20		30		48	48		18	3	300			401	clw	j24 	j24 	j24 	ht1 	ht1 	5	1hsl	1	3					flpclw	invclw			1	1		0		so246	12	so246			5	0						7			3					255					255					255					255					255					255	1	1	1	1	20					255					255					255		1	1	1	20					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
j75 	Claws (4)	4	h2h	tier	j75 	clw 	j75	100		4	1	36	42							14	1	-20		30		153	48		45	17	5932			402	clw	j75 	j75 	j75 	ht1 	ht1 	5	1hsl	1	3					flpclw	invclw			1	2		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
o19 	Claws (6)	6	h2h	tier	o19 	clw 	o19	100		4	1	52	60							14	1	-20		30		298	48		78	26	14212			403	clw	o19 	o19 	o19 	ht1 	ht1 	5	1hsl	1	3					flpclw	invclw			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
94@ 	Claws (Sacred)	Sacred	qh2h		94@ 	clw 	94@	100		1	1	84	88							14	1	-20		30		353	48		84	30	14212			403	clw	94@ 	94@ 	94@ 	ht1 	ht1 	5	1hsl	1	3					flpclw	invclw			1	3		0		so246	12	so246			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
108 	Claymore (1)	1	2hsd	tier	108 	clm 	108			20	1	12	14	1	1	18	19				2	10	30		41		42		17	1	132			402	clm	108 	108 	108 	1hs 	2hs 	5	2hss	1	4					flpclm	invclm			1	2				so229	12	so229			5	0						7			3					255					255					255		1		1	1					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
312 	Claymore (4)	4	2hsd	tier	312 	clm 	312			20	1	29	34	1	1	47	50				2	10	30		143		42		42	15	4902			403	clm	312 	312 	312 	1hs 	2hs 	5	2hss	1	4					flpclm	invclm			1	3				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
448 	Claymore (6)	6	2hsd	tier	448 	clm 	448			20	1	42	50	1	1	71	74				2	10	30		283		42		66	25	12268			404	clm	448 	448 	448 	1hs 	2hs 	5	2hss	1	4					flpclm	invclm			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
09@ 	Claymore (Sacred)	Sacred	s2hd		09@ 	clm 	09@			2	1	79	82	1	1	120	122				2	10	30		450		42		78	30	12268			404	clm	09@ 	09@ 	09@ 	1hs 	2hs 	5	2hss	1	4					flpclm	invclm			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
124 	Club (1)	1	mace	tier	124 	clb 	124			20	1	8	10									-10	20				8		1		102			401	clb	124 	124 	124 	1hs 	1hs 	5	club	1	3					flpclb	invclb			1	1				so245	12	so245			5	0						7			1		1		1	1		1		1	1					255					255					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			5	2		xxx 	xxx 	1	
328 	Club (4)	4	mace	tier	328 	clb 	328			20	1	21	26									-10	20		44		8		30	13	3798			402	clb	328 	328 	328 	1hs 	1hs 	5	club	1	3					flpclb	invclb			1	2				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx 	xxx 	1	
464 	Club (6)	6	mace	tier	464 	clb 	464			20	1	31	38									-10	20		104		8		52	23	10758			403	clb	464 	464 	464 	1hs 	1hs 	5	club	1	3					flpclb	invclb			1	3				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx 	xxx 	1	
25@ 	Club (Sacred)	Sacred	qmac		25@ 	clb 	25@			2	1	74	76									-10	20		376		8		73	30	10758			403	clb	25@ 	25@ 	25@ 	1hs 	1hs 	5	club	1	3					flpclb	invclb			1	3				so245	12	so245			5	0						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	2		xxx 	xxx 	1	
163 	Composite Bow (1)	1	bow	tier	163 	lbw 	163			20	1				1	13	20					-10		20		51		1	12	2	198			402	sbw	163 	163 	163 	bow 	bow 	6	bow	2	3					flpcbw	invcbw			1	2				so211	12	so211			5	1						7			1					255					255					255		1		1	1					255					255					255					255					255		1		1	1		1		1	1		1		1	1					255					255					255					255					255			5	8		xxx 	xxx 	1	
367 	Composite Bow (4)	4	bow	tier	367 	lbw 	367			20	1				1	45	60					-10		20		167		1	39	16	5100			404	sbw	367 	367 	367 	bow 	bow 	6	bow	2	3					flpcbw	invcbw			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
503 	Composite Bow (6)	6	bow	tier	503 	lbw 	503			20	1				1	70	92					-10		20		328		1	68	25	12582			406	sbw	503 	503 	503 	bow 	bow 	6	bow	2	3					flpcbw	invcbw			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
64@ 	Composite Bow (Sacred)	Sacred	qbow		64@ 	lbw 	64@			2	1				1	122	132					-10		20		470		1	79	30	12582			406	sbw	64@ 	64@ 	64@ 	bow 	bow 	6	bow	2	3					flpcbw	invcbw			1	6				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
1@1 	Compound Bow (1)	1	dbow	tier	1@1 	lbw 	1@1			10	1				1	14	21					-20	30		57			1	7	2	297			402	sbw	1@1 	1@1 	1@1 	bow 	bow 	6	bow	2	3					flpcbw	invcbwu			1	2				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
4@1 	Compound Bow (4)	4	dbow	tier	4@1 	lbw 	4@1			10	1				1	50	65					-20	30		188			1	30	16	7650			404	sbw	4@1 	4@1 	4@1 	bow 	bow 	6	bow	2	3					flpcbw	invcbwu			1	4				so211	12	so211			5	1						7			1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
