Id	* Laz / Reasoning	prop1	* Laz / skill 1	chance1	par1	min1	max1	prop2	* Laz / skill 2	chance2	par2	min2	max2	prop3	* Laz / skill 3	chance3	par3	min3	max3	prop4	* Laz / skill 4	chance4	par4	min4	max4	prop5	* Laz / skill 5	chance5	par5	min5	max5	prop6	* Laz / skill 6	chance6	par6	min6	max6	prop1 (N)	chance1 (N)	par1 (N)	min1 (N)	max1 (N)	prop2 (N)	chance2 (N)	par2 (N)	min2 (N)	max2 (N)	prop3 (N)	chance3 (N)	par3 (N)	min3 (N)	max3 (N)	prop4 (N)	chance4 (N)	par4 (N)	min4 (N)	max4 (N)	prop5 (N)	chance5 (N)	par5 (N)	min5 (N)	max5 (N)	prop6 (N)	chance6 (N)	par6 (N)	min6 (N)	max6 (N)	prop1 (H)	chance1 (H)	par1 (H)	min1 (H)	max1 (H)	prop2 (H)	chance2 (H)	par2 (H)	min2 (H)	max2 (H)	prop3 (H)	chance3 (H)	par3 (H)	min3 (H)	max3 (H)	prop4 (H)	chance4 (H)	par4 (H)	min4 (H)	max4 (H)	prop5 (H)	chance5 (H)	par5 (H)	min5 (H)	max5 (H)	prop6 (H)	chance6 (H)	par6 (H)	min6 (H)	max6 (H)	*eol
mp347	Minion or dedicated reanimates	pr205			84	1	1	pr205	meslayer		181	1	1	pr330			100	1256	1553	pr4				75	75	pr127			1006	100	1							pr205		84	1	1	pr205		181	1	1	pr330		100	1256	1553	pr4			75	75	pr127		1006	100	1						pr205		84	1	1	pr205		181	1	1	pr330		100	1256	1553	pr4			75	75	pr127		1006	100	1						0
mp348	Minion or dedicated reanimates	pr127			483	100	1	pr127	Superbeast		617	5	31	pr126	AngirisChosen		771	10	10	pr125			772	5	5													pr127		483	100	1	pr198		617	5	31	pr126		771	10	10	pr125		772	9	9											pr127		483	100	1	pr198		617	5	31	pr126		771	10	10	pr125		772	12	12											0
mp349	Minion or dedicated reanimates	pr201				1	1	pr205			68	1	1	pr127	Charm		1018	5	1																			pr201			1	1	pr205		68	1	1	pr127		1018	5	1																pr201			1	1	pr205		68	1	1	pr127		1018	5	1																0
mp350	Minion or dedicated reanimates	pr108				50	50																															pr108			50	50																										pr108			50	50																										0
mp351	Minion or dedicated reanimates	pr1				50	50	pr125			135	1	1	pr205			216	1	1																			pr1			50	50	pr125		135	1	1	pr205		216	1	1																pr1			50	50	pr125		135	1	1	pr205		216	1	1																0
mp352	Minion or dedicated reanimates	pr1				50	50																															pr1			50	50																										pr1			50	50																										0
mp353	Minion or dedicated reanimates	pr1				50	50	pr117			1578	75	75																									pr1			50	50	pr117		1578	75	75																					pr1			50	50	pr117		1578	75	75																					0
mp354	Minion or dedicated reanimates	pr201						pr205			68	1	1	pr126			971	100	10	pr205			91			pr356				500	500							pr201					pr205		68	1	1	pr126		971	100	10	pr205		91			pr356			500	500						pr201					pr205		68	1	1	pr126		971	100	10	pr205		91			pr356			500	500						0
mp355	Minion or dedicated reanimates	pr201						pr205			91																											pr201					pr205		91																							pr201					pr205		91																							0
mp356	Minion or dedicated reanimates	pr201				1	1	pr205			52	1	1	pr220				15	15																			pr201			1	1	pr205		52	1	1	pr220			15	15																pr201			1	1	pr205		52	1	1	pr220			15	15																0
mp357	Minion or dedicated reanimates	pr205	meslayer		181	1	1	pr126			92	5	1	pr117			1692	100	100	pr198			1020	100	1	pr126			760	100	1							pr205		181	1	1	pr126		92	5	1	pr117		1692	100	100	pr198		1020	100	1	pr126		760	100	1						pr205		181	1	1	pr126		92	5	1	pr117		1692	100	100	pr198		1020	100	1	pr126		760	100	1						0
mp358	Minion or dedicated reanimates	pr205			68	1	1																															pr205		68	1	1																										pr205		68	1	1																										0
mp359	Minion or dedicated reanimates	pr205			2	1	1	pr201																														pr205		2	1	1	pr201																									pr205		2	1	1	pr201																									0
mp360	Minion or dedicated reanimates	pr201				1	1	pr205			68	1	1	pr4				75	75	pr117			1692	100	100	pr126			760	100	1							pr201			1	1	pr205		68	1	1	pr4			75	75	pr117		1692	100	100	pr126		760	100	1						pr201			1	1	pr205		68	1	1	pr4			75	75	pr117		1692	100	100	pr126		760	100	1						0
mp361	Minion or dedicated reanimates	pr1				50	50	pr117			1693	100	100																									pr1			50	50	pr117		1693	100	100																					pr1			50	50	pr117		1693	100	100																					0
mp362	Minion or dedicated reanimates	pr201				1	1	pr197	Cernunnos Multistrike		1030	100	1	pr197	Mon Super Gift of Inner Fire		539	25	5	pr198	Fear of Fire		452	100	5													pr201			1	1	pr197		1030	100	1	pr197		539	25	5	pr198		452	100	5											pr201			1	1	pr197		1030	100	1	pr197		539	25	5	pr198		452	100	5											0
mp363	Minion or dedicated reanimates	pr201				1	1	pr205			91																											pr201			1	1	pr205		91																							pr201			1	1	pr205		91																							0
mp364	Minion or dedicated reanimates	pr201				1	1	pr205			139	1	1	pr126	Darkness Falls		112	100	1																			pr201			1	1	pr205		139	1	1	pr126		112	100	1																pr201			1	1	pr205		139	1	1	pr126		112	100	1																0
mp365	Minion or dedicated reanimates	pr201	meslayer			1	1	pr205			181	1	1																									pr201			1	1	pr205		181	1	1	pr125	15	31	2	2																pr201			1	1	pr205		181	1	1																					0
mp366	Minion or dedicated reanimates	pr201				1	1	pr205	meslayer		181	1	1																									pr201			1	1	pr205		181	1	1																					pr201			1	1	pr205		181	1	1																					0
mp367	Minion or dedicated reanimates	pr201						pr205	meslayer		26	1	1																									pr201					pr205		26	1	1																					pr201					pr205		26	1	1																					0
mp368	Minion or dedicated reanimates	pr201				1	1	pr205	malewitchaura		91			pr266				50	50																			pr201			1	1	pr205		91			pr266			70	70																pr201			1	1	pr205		91			pr266			90	90																0
mp369	Minion or dedicated reanimates	pr201						pr205			68	1	1	pr220				25	25																			pr201					pr205		68	1	1	pr220			75	75																pr201					pr205		68	1	1	pr220			125	125																0
mp370	Minion or dedicated reanimates	pr197			539	15	22	pr205			181	1	1																									pr197		539	15	24	pr205		181	1	1																					pr197		539	15	29	pr205		181	1	1																					0
mp371	Minion or dedicated reanimates	pr127	Mon Super Gift of Inner Fire		961	100	2	pr198			484	100	1	pr201				1	1																			pr127		961	100	2	pr198		484	100	1	pr201			1	1																pr127		961	100	2	pr198		484	100	1	pr201			1	1																0
mp372	Minion or dedicated reanimates	pr205	Leprechaun Attacks		126	1	1	pr126			807	25	6																									pr205		126	1	1	pr126		807	25	8																					pr205		126	1	1	pr126		807	25	13																					0
mp373	Minion or dedicated reanimates	pr205	passive_lockout		220	1	1	pr201				1	1																									pr205		220	1	1	pr201			1	1																					pr205		220	1	1	pr201			1	1																					0
mp374	Minion or dedicated reanimates	pr470	darkstardragons			10	10	pr127			483	100	1	pr198			484	100	1	pr171				50	50													pr470			30	30	pr127		483	100	1	pr198		484	100	1	pr171			150	150											pr470			50	50	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr171			1000	1000						0
mp375	Minion or dedicated reanimates	pr470		25		25	25	pr127			483	100	1	pr198			484	100	1							pr266				100	100							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr266			100	100											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		1039	1	1											0
mp376		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr309				100	100	pr125			1043	1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr309			100	100	pr125		1043	1	1						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr309			200	200	pr125		1043	1	1						0
mp377		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			175	1	1	pr309				100	100							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		175	1	1	pr309			100	100						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		175	1	1	pr309			200	200						0
mp378		pr470		25		25	25	pr369			645	5	30	pr198			25	100	1	pr125			281	1	1	pr198			820	100	30							pr470	50		50	50	pr369		645	5	30	pr198		25	100	1	pr125		281	1	1	pr198		820	100	30						pr470	75		75	75	pr369		645	1	30	pr198		25	100	1	pr125		281	1	1	pr198		820	100	30						0
mp379		pr481			13	100	1	pr125			1045	1	1	pr198			93	100	1	pr369			880	1	35	pr369			829	1	90	pr475				25	25	pr481		13	100	1	pr125		1045	1	1	pr198		93	100	1	pr369		880	1	35	pr369		829	1	90	pr475			50	50	pr481		13	100	1	pr125		1045	1	1	pr198		93	100	1	pr369		880	1	35	pr369		829	1	90	pr475			85	85	0
mp380		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr198			330	5	4													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr198		330	5	4											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr198		330	5	4											0
mp381		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1																0
mp382		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr125			772	5	5	pr126			864	10	40							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr125		772	5	5	pr126		864	10	40						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		772	5	5	pr126		864	10	40						0
mp383		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr108				50	50	pr198			640	100	5							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr108			50	50											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr108			50	50	pr198		640	100	10						0
mp384		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			117	1	1	pr201				1	1	pr198			623	100	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		117	1	1	pr201			1	1	pr198		623	100	1	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		117	1	1	pr108			100	100	pr198		623	100	1	0
mp385		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75											0
mp386		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr126			595	25	5	pr475				30	30							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr126		595	50	15	pr475			60	60						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr125		727	1	1	pr126		595	75	25						0
mp387		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475			30	30														pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			60	60											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr475			90	90						0
mp388		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75											0
mp389		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				25	25													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			50	50											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr475			75	75						0
mp390		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				90	90													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			90	90											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr475			90	90						0
mp391		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr475			90	90						0
mp392		pr470		25		25	25	pr127			483	100	1	pr125			281	1	1	pr369			593	10	5	pr108				30	30	pr201			1	1	1	pr470	50		50	50	pr127		483	100	1	pr125		281	1	1	pr369		593	10	14	pr108			40	40	pr201		1	1	1	pr470	75		75	75	pr475			95	95	pr125		281	1	1	pr369		593	5	12	pr108			75	75	pr198		163	100	1	0
mp393		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr475			75	75	pr198		640	100	5	0
mp394		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	90		90	90	pr127		483	100	1	pr198		484	100	1	pr205		25	1	1	pr475			75	75						0
mp395		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	90		90	90	pr127		483	100	1	pr198		484	100	1	pr125		281	1	1	pr205		25	1	1	pr309			800	800	0
mp396		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	90		90	90	pr198		640	100	60	pr198		501	100	5	pr96			400	400	pr197		539	100	15	pr369		17	2	60	0
mp397		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	90		90	90	pr127		483	100	1	pr198		484	100	1	pr205		25	1	1	pr475			75	75	pr309			808	808	0
mp398		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	90		90	90	pr127		483	100	1	pr369		864	20	66	pr205		25	1	1	pr475			75	75	pr309			808	808	0
mp399		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	90		90	90	pr127		483	100	1	pr126		447	50	20	pr205		25	1	1	pr475			75	75	pr126		617	50	50	0
mp400		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	90		90	90	pr127		483	100	1	pr108			100	100	pr205		25	1	1	pr475			75	75	pr127		806	100	3	0
mp401		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	90		90	90	pr127		483	100	1	pr369		820	10	1	pr205		25	1	1	pr475			75	75	pr309			808	808	0
mp402		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	90		90	90	pr127		689	50	3	pr369		688	1	1	pr125		281	1	1	pr205		25	1	1	pr369		787	2	1	0
mp403		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	90		90	90	pr205		25	1	1	pr201			1	1																0
mp404		pr470				80	80	pr108				15	15	pr198			641	100	31	pr125			1090	4	6	pr96				500	500	pr197			539	100	50	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75											0
mp405		pr470				80	80	pr127			483	100	1	pr198			484	100	1	pr125			1090	4	6	pr198			612	100	50	pr201				1	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75											0
mp406																																																																																																		0
mp407																																																																																																		0
mp408																																																																																																		0
mp409		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				50	50													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			50	50											pr470	75		75	75	pr198		523	100	50	pr369		861	2	1	pr475			50	50	pr369		715	5	1	pr125		281	1	1	0
mp410		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr475			25	25	pr198		716	100	1						0
mp411		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr475			25	25	pr198		717	100	1						0
mp412		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr475			25	25	pr198		718	100	1						0
mp413		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr475			25	25	pr198		719	2	1	pr171			100	100	0
mp414		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr220			125	125	pr205		228	1	1	pr114			80	80	pr201			1	1	0
mp415		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	90		90	90	pr125		1107			pr174			999	999	pr205		25	1	1	pr125		1107	10	10	pr201			1	1	0
mp416		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475			100	100														pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475		100	100												pr470	75		100	100	pr475			75	75	pr125		281	1	1	pr481		820	100	60	pr205		175	1	1	pr127		492	50	3	0
mp417		pr1				50	50	pr117			1693	100	100	pr205			90																					pr1			50	50	pr117		1693	100	100	pr205		90																		pr1			50	50	pr117		1693	100	100	pr205		90																		0
mp418		pr1				50	50	pr117			1693	100	100	pr205			91																					pr1			50	50	pr117		1693	100	100	pr205		91																		pr1			50	50	pr117		1693	100	100	pr205		91																		0
mp419		pr1				50	50	pr117			1693	100	100	pr205			219																					pr1			50	50	pr117		1693	100	100	pr205		219																		pr1			50	50	pr117		1693	100	100	pr205		219																		0
mp420		pr470		25		25	25	pr126			500	100	1	pr126			626	5	15	pr475				25	25													pr470	50		50	50	pr126		500	100	5	pr126		626	5	25	pr475		25	25												pr470	75		75	75	pr126		500	100	20	pr126		626	5	25	pr475			25	25											0
mp421		pr205			181	1	1	pr126			92	5	1	pr117			1692	100	100	pr198			1020	100	1	pr126			760	100	1							pr205		181	1	1	pr126		92	5	1	pr117		1692	100	100	pr198		1020	100	1	pr126		760	100	1						pr205		181	1	1	pr205		91	1	1	pr125		281	1	1	pr309			800	800	pr470			75	75	pr369		487	5	10	0
mp422		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75											0
mp423		pr470				25	25	pr126			347	20	10	pr369			346	10	1	pr126			334	10	5	pr126			340	5	10	pr481			534	5	50	pr470			50	50	pr126		347	20	25	pr369		346	10	1	pr126		334	10	20	pr126		340	5	25	pr481		534	5	50	pr470			75	75	pr126		347	25	60	pr369		346	10	30	pr126		334	12	60	pr126		340	5	50	pr481		534	5	50	0
mp424		pr108				50	50	pr201			1	1	1																									pr108			50	50	pr201		1	1	1																					pr108			50	50	pr201		1	1	1																					0
mp425																																																																				pr92		1	1	1	pr96			400	400	pr127		347	1	1	pr127		820	1	10	pr127		487	1	5	pr125		1119	1	1	0
mp426		pr125			662	1	1	pr174				25	25																									pr125		662	1	1	pr174			75	75																					pr125		662	1	1	pr174			150	150																					0
mp427		pr198			468	100	5	pr174				25	25	pr475				25	25	pr114				25	25													pr198		468	100	10	pr174			75	75	pr475			50	50	pr114			50	50											pr198		468	100	15	pr174			150	150	pr475			75	75	pr114			75	75											0
mp428		pr174				25	25	pr475						pr470				25	25	pr4		5		100	100	pr96		10		400	400							pr174			75	75	pr475					pr470			50	50	pr4	10		100	100	pr96	10		400	400						pr470			75	75	pr475					pr174			150	150	pr4	15		100	100	pr96	10		400	400						0
mp429		pr470		25		25	25	pr205			91	1	1	pr198			484	100	1	pr171				800	800	pr43				1000	1000	pr44				1000	1000	pr470	50		50	50	pr205		91	1	1	pr198		484	100	1	pr171			800	800	pr43			1000	1000	pr44			1000	1000	pr470	75		75	75	pr44			1000	1000	pr198		484	100	1	pr43			1000	1000	pr205		91	1	1	pr171			800	800	0
mp430		pr470		25		25	25	pr205			90	1	1	pr198			484	100	1	pr173				800	800	pr49				1000	1000	pr50				1000	1000	pr470	50		50	50	pr205		90	1	1	pr198		484	100	1	pr173			800	800	pr49			1000	1000	pr50			1000	1000	pr470	75		75	75	pr50			1000	1000	pr198		484	100	1	pr49			1000	1000	pr205		90	1	1	pr173			800	800	0
mp431		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr174				800	800													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr174			800	800											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr205		2	1	1	pr174			800	800	0
mp432		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			219	1	1	pr47				1000	1000	pr48				1000	1000	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr47			1000	1000	pr48			1000	1000	pr205		219	1	1	pr470	75		75	75	pr48			1000	1000	pr198		484	100	1	pr4	2		75	75	pr205		219	1	1	pr47			1000	1000	0
mp433		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr172				800	800	pr46				1000	1000	pr45				1000	1000	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr172			800	800	pr45			1000	1000	pr46			1000	1000	pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr46			1000	1000	pr172			800	800	pr45			1000	1000	0
mp434		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1																			pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr205		254	1	1						0
mp435		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr475				90	90													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr475			90	90											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr475			90	90											0
mp436		pr470		25		25	25	pr127			66	1	1	pr369			54	10	1	pr205			147	1	1	pr125			281	1	1	pr475				75	75	pr470	50		50	50	pr127		66	1	1	pr369		54	5	1	pr205		147	1	1	pr125		281	1	1	pr475			75	75	pr470			75	75	pr127		66	1	1	pr369		54	5	1	pr205		147	1	1	pr125		281	1	1	pr475			75	75	0
mp437		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			215	1	1	pr114				75	75							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		215	1	1	pr114			75	75						pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr205		215	1	1	pr114			75	75						0
mp438		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr114				75	75													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr114			75	75											pr470	75		75	75	pr127		483	100	1	pr198		484	100	1	pr114			75	75											0
mp439		pr470		25		25	25	pr127			483	100	1	pr198			539	1	50	pr125		50	1297	1	1													pr470	50		50	50	pr127		483	100	1	pr198		539	1	50	pr125	50	1297	1	1											pr470	75		75	75	pr127		483	100	1	pr198		539	1	50	pr125	50	1297	1	1											0
mp440		pr470				25	25	pr475				25	25																									pr470			50	50	pr475			25	25																					pr470			75	75	pr475			25	25																					0
mp441		pr470				25	25	pr127			483	100	1	pr198		50	536	1	50																			pr470			50	50	pr127		483	100	1	pr198	50	536	1	50																pr470			75	75	pr127		483	100	1	pr198	50	536	1	50																0
mp442		pr369			626	50	50	pr470				75	75	pr475				25	25																			pr369		626	50	50	pr470			75	75	pr475			25	25																pr369		626	50	50	pr470			75	75	pr475			25	25																0
mp443		pr205			91			pr369			54	10	10	pr205			95	1	1	pr125			1304	1	1													pr205		91			pr369		54	10	10	pr205		95	1	1	pr125		1304	1	1											pr205		91			pr475			50	50	pr369		54	10	10	pr205		95	1	1	pr125		1304	1	1						0
mp444		pr201				1	1	pr481			511	100	60	pr92			1	1	1	pr96				400	400	pr125			1194	1	1	pr201						pr201			1	1	pr481		511	100	50	pr92		1	1	1	pr96			400	400	pr125		1194	1	1	pr201			1	1	pr201			1	1	pr481		511	100	50	pr92		1	1	1	pr96			400	400	pr125		1194	1	1	pr201			1	1	0
mp445		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr481			539	100	50													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1																pr470			75	75	pr205		44	1	1	pr481		539	100	20	pr481		539	100	10	pr481		539	100	50	pr481		539	100	49	0
mp446		pr205			26	1	1																															pr205		26	1	1																										pr205		26	1	1																										0
mp447		pr470		25		25	25	pr127			483	100	1	pr125			281	1	1	pr369			346	10	5													pr470	50		50	50	pr127		483	100	1	pr125		281	1	1	pr369		346	10	14											pr470	75		75	75	pr475			50	50	pr125		281	1	1	pr369		346	4	12	pr205		181	1	1	pr205		133	1	1	0
mp448		pr205			181	1	1	pr198			641	100	49																																																																																					0
mp449		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr171				50	50	pr369			54	15	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr171			100	100	pr369		54	15	1						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr171			150	150	pr369		54	15	1	0
mp450		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr198			354	5	10													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr198		354	5	10											pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr198		354	5	10						0
mp451		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			181	1	1	pr126			884	20	20	pr125			281	1	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		181	1	1	pr126		884	20	20	pr125		281	1	1	pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr125		281	1	1	pr205		181	1	1	pr126		884	20	20	0
mp452		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr126			542	50	1	pr198			569	100	20							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr126		542	50	3	pr198		569	100	30						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr126		478	50	5	pr198		569	100	40	0
mp453		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr126			978	20	10													pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr126		978	20	20											pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr126		978	20	30						0
mp454		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr205			20	1	1	pr198			154	100	20	pr125			281	1	1	pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr205		20	1	1	pr198		154	100	40	pr125		281	1	1	pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr125		281	1	1	pr205		20	1	1	pr198		154	100	60	0
mp455		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr171				15	15	pr201				1	1							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr171			30	30	pr201			1	1						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr171			45	45	pr201			1	1	0
mp456		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr369			626	50	50	pr126			595	50	10							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr369		626	50	50	pr126		595	50	10						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr369		626	50	50	pr126		595	50	10	0
mp457		pr470		25		25	25	pr127			483	100	1	pr198			484	100	1	pr126			119	15	20	pr198			702	100	20							pr470	50		50	50	pr127		483	100	1	pr198		484	100	1	pr126		119	15	40	pr198		702	100	40						pr470			75	75	pr127		483	100	1	pr198		484	100	1	pr4	2		75	75	pr126		119	15	60	pr198		702	100	60	0
