description	* info	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
cm222	Gem Upgrade	1								2	"7$b,qty=2"							7$c																																																																																							0
cm223	Gem Upgrade	1								2	"7$c,qty=2"							7$d																																																																																							0
cm224	Gem Upgrade	1								2	"7$d,qty=2"							7$e																																																																																							0
cm225	Gem Upgrade	1								2	"5$a,qty=2"							5$b																																																																																							0
cm226	Gem Upgrade	1								2	"5$b,qty=2"							5$c																																																																																							0
cm227	Gem Upgrade	1								2	"5$c,qty=2"							5$d																																																																																							0
cm228	Gem Upgrade	1								2	"5$d,qty=2"							5$e																																																																																							0
cm229	Gem Upgrade	1								3	"gcv,qty=2"	gfv						gsv																																																																																							0
cm230	Gem Upgrade	1								4	"gcv,qty=4"							gsv																																																																																							0
cm231	Gem Upgrade	1								3	"gfv,qty=2"	gsv						gzv																																																																																							0
cm232	Gem Upgrade	1								4	"gfv,qty=4"							gzv																																																																																							0
cm233	Gem Upgrade	1								3	"gsv,qty=2"	gzv						gpv																																																																																							0
cm234	Gem Upgrade	1								4	"gsv,qty=4"							gpv																																																																																							0
cm235	Gem Upgrade	1								3	"gcr,qty=2"	gfr						gsr																																																																																							0
cm236	Gem Upgrade	1								4	"gcr,qty=4"							gsr																																																																																							0
cm237	Gem Upgrade	1								3	"gfr,qty=2"	gsr						glr																																																																																							0
cm238	Gem Upgrade	1								4	"gfr,qty=4"							glr																																																																																							0
cm239	Gem Upgrade	1								3	"gsr,qty=2"	glr						gpr																																																																																							0
cm240	Gem Upgrade	1								4	"gsr,qty=4"							gpr																																																																																							0
cm241	Gem Upgrade	1								3	"gcb,qty=2"	gfb						gsb																																																																																							0
cm242	Gem Upgrade	1								4	"gcb,qty=4"							gsb																																																																																							0
cm243	Gem Upgrade	1								3	"gfb,qty=2"	gsb						glb																																																																																							0
cm244	Gem Upgrade	1								4	"gfb,qty=4"							glb																																																																																							0
cm245	Gem Upgrade	1								3	"gsb,qty=2"	glb						gpb																																																																																							0
cm246	Gem Upgrade	1								4	"gsb,qty=4"							gpb																																																																																							0
cm247	Gem Upgrade	1								3	"gcy,qty=2"	gfy						gsy																																																																																							0
cm248	Gem Upgrade	1								4	"gcy,qty=4"							gsy																																																																																							0
cm249	Gem Upgrade	1								3	"gfy,qty=2"	gsy						gly																																																																																							0
cm250	Gem Upgrade	1								4	"gfy,qty=4"							gly																																																																																							0
cm251	Gem Upgrade	1								3	"gsy,qty=2"	gly						gpy																																																																																							0
cm252	Gem Upgrade	1								4	"gsy,qty=4"							gpy																																																																																							0
cm253	Gem Upgrade	1								3	"gcg,qty=2"	gfg						gsg																																																																																							0
cm254	Gem Upgrade	1								4	"gcg,qty=4"							gsg																																																																																							0
cm255	Gem Upgrade	1								3	"gfg,qty=2"	gsg						glg																																																																																							0
cm256	Gem Upgrade	1								4	"gfg,qty=4"							glg																																																																																							0
cm257	Gem Upgrade	1								3	"gsg,qty=2"	glg						gpg																																																																																							0
cm258	Gem Upgrade	1								4	"gsg,qty=4"							gpg																																																																																							0
cm259	Gem Upgrade	1								3	"gcw,qty=2"	gfw						gsw																																																																																							0
cm260	Gem Upgrade	1								4	"gcw,qty=4"							gsw																																																																																							0
cm261	Gem Upgrade	1								3	"gfw,qty=2"	gsw						glw																																																																																							0
cm262	Gem Upgrade	1								4	"gfw,qty=4"							glw																																																																																							0
cm263	Gem Upgrade	1								3	"gsw,qty=2"	glw						gpw																																																																																							0
cm264	Gem Upgrade	1								4	"gsw,qty=4"							gpw																																																																																							0
cm265	Gem Upgrade	1								3	"skc,qty=2"	skf						sku																																																																																							0
cm266	Gem Upgrade	1								4	"skc,qty=4"							sku																																																																																							0
