index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*Laz / comment	* Laz1	* Laz2	* Laz3	* Laz4	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
NewGongItem		1		4	1	120	100	5@O 		(Sacred) SSU						5	5000	blac	dgld			so0		so0	pr133		6	6	pr5		251	300	pr126	780	1	12	pr108		3	5	pr215		11	15	pr122		2	2	pr216		21	25	pr135		1	1000	pr137	25	1	1000	pr127	450	1	18	pr192		250	250	pr16		1	1	0
AspisSU3		1		1	1	120	100	5@O 		(Sacred) SSSU						5	5000	whit	whit			so0		so0	pr133		4	4	pr5		251	300	pr182	603	33	14	pr122		2	2	pr267		40	50	pr269		40	50	pr302		100	100	pr292		10	10	pr78		30	30	pr4		10	10									0
Thunderdome		1		10	1	13	8	w18 		(Tier 1)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr5		41	70	pr126	807	10	4	pr22		1	1	pr23		16	30	pr199	463	100	14	pr215		7	10	pr204	669	3	5																	0
Thunderdome		1		10	1	27	16	w38 		(Tier 2)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr5		71	100	pr126	807	14	9	pr22		1	1	pr23		31	60	pr199	463	100	21	pr215		11	14	pr204	669	6	8																	0
Thunderdome		1		10	1	41	25	w58 		(Tier 3)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr5		101	130	pr126	807	18	14	pr22		1	1	pr23		61	120	pr199	463	100	28	pr215		15	18	pr204	669	9	11																	0
Thunderdome		1		10	1	56	34	w78 		(Tier 4)						5	5000	dgry	dgry			so0		so0	pr133		3	3	pr5		131	160	pr126	807	22	19	pr22		1	1	pr23		121	240	pr199	463	100	35	pr215		19	22	pr204	669	12	14																	0
Thunderdome		1		10	1	71	43	w98 		(Tier 5)						5	5000	dgry	dgry			so0		so0	pr133		3	3	pr5		161	190	pr126	807	26	24	pr22		1	1	pr23		241	480	pr199	463	100	42	pr215		23	26	pr204	669	15	17																	0
Thunderdome		1		10	1	85	51	e28 		(Tier 6)						5	5000	dgry	dgry			so0		so0	pr133		4	4	pr5		191	220	pr126	807	30	29	pr22		1	1	pr23		481	960	pr199	463	100	49	pr215		27	30	pr204	669	18	20																	0
Morlu's Friend		1		10	1	120	100	@55 		(Sacred) SU						5	5000	dgry	dgry			so0		so0	pr133		4	4	pr5		201	250	pr71		1	2	pr53		100	100	pr31		-20	-20	pr4		5	5	pr78		20	20	pr96		101	150	pr117	839	10	10	pr108		5	5	pr267		41	50					0
NewWandelkoning		1		4	1	120	100	@55 		(Sacred) SSU						5	5000	blac	blac			so0		so0	pr133		4	4	pr5		301	350	pr267		-50	-50	pr223		101	150	pr215		21	30	pr57		40	40	pr222		21	25	pr28		201	300	pr181		1	1	pr216		21	30	pr217		21	30	pr218		21	30	0
AssaultHelmetSU3		1		1	1	120	100	@55 		(Sacred) SSSU						5	5000	blac	blac			so0		so0	pr133		4	4	pr5		251	300	pr92		1	1	pr117	1180	10	10	pr140		50	150	pr192		50	50	pr57		33	33	pr108		15	15	pr219		10	10	pr73		-5	-5									0
The Sightless Eye		1		10	1	3	1	01! 		(Tier 1)						5	5000	oran	oran			so0		so0	pr133		1	1	pr5		21	40	pr28		16	25	pr216		2	5	pr96		11	25	pr114		5	5																									0
The Sightless Eye		1		10	1	17	10	02! 		(Tier 2)						5	5000	oran	oran			so0		so0	pr133		2	2	pr5		41	60	pr28		26	35	pr216		6	9	pr96		26	40	pr114		6	6																									0
The Sightless Eye		1		10	1	32	19	03! 		(Tier 3)						5	5000	oran	oran			so0		so0	pr133		3	3	pr5		61	80	pr28		36	45	pr216		10	13	pr96		41	55	pr114		7	7																									0
The Sightless Eye		1		10	1	47	28	04! 		(Tier 4)						5	5000	oran	oran			so0		so0	pr133		3	3	pr5		81	100	pr28		46	55	pr216		14	17	pr96		56	70	pr114		8	8																									0
The Sightless Eye		1		10	1	61	36	05! 		(Tier 5)						5	5000	oran	oran			so0		so0	pr133		4	4	pr5		101	120	pr28		56	65	pr216		18	21	pr96		71	85	pr114		9	9																									0
The Sightless Eye		1		10	1	76	45	06! 		(Tier 6)						5	5000	oran	oran			so0		so0	pr133		4	4	pr5		121	140	pr28		66	75	pr216		22	25	pr96		86	100	pr114		10	10																									0
Danmaku		1		10	1	120	100	07! 		(Sacred) SU						5	5000	dgry	dgry			so0		so0	pr133		4	4	pr5		201	250	pr127	142	1	45	pr183		41	50	pr67		2	3	pr57		35	35	pr84		25	25	pr16		1	1	pr140		50	100	pr127	803	25	5	pr197	78	10	15					0
NewVisionOfTheFuries		1		4	1	120	100	07! 		(Sacred) SSU						5	5000	cred	cred			so0		so0	pr133		4	4	pr0		1000	1000	pr248	24	24	24	pr218		21	25	pr87		25	25	pr231		100	100	pr3		100	100	pr182	313	10	61	pr182	311	10	57	pr182	766	10	54	pr291		75	75	pr217		10	10	0
AthuluasHandSU3		1		1	1	120	100	07! 		(Sacred) SSSU						5	5000	dgrn	dgrn			so0		so0	pr133		4	4	pr5		200	250	pr183		25	50	pr206		25	50	pr171		25	25	pr67		2	3	pr87		25	25	pr58		100	100	pr217		25	50	pr291		50	75	pr53		100	100					0
Spirit Teacher's Headdress		1		10	1	17	10	w19 		(Tier 1)						5	5000	oran	oran			so0		so0	pr133		2	2	pr5		41	75	pr75		-11	-15	pr269		16	20	pr267		16	20	pr382		4	5	pr62		21	25	pr41		11	15																	0
Spirit Teacher's Headdress		1		10	1	32	19	w39 		(Tier 2)						5	5000	oran	oran			so0		so0	pr133		2	2	pr5		76	110	pr75		-16	-20	pr269		21	25	pr267		21	25	pr382		6	7	pr62		26	30	pr41		16	20																	0
Spirit Teacher's Headdress		1		10	1	46	28	w59 		(Tier 3)						5	5000	oran	oran			so0		so0	pr133		2	2	pr5		111	145	pr75		-21	-25	pr269		26	30	pr267		26	30	pr382		8	9	pr62		31	35	pr41		21	25																	0
Spirit Teacher's Headdress		1		10	1	61	37	w79 		(Tier 4)						5	5000	oran	oran			so0		so0	pr133		3	3	pr5		146	180	pr75		-26	-30	pr269		31	35	pr267		31	35	pr382		10	11	pr62		36	40	pr41		26	30																	0
Spirit Teacher's Headdress		1		10	1	76	46	w99 		(Tier 5)						5	5000	oran	oran			so0		so0	pr133		3	3	pr5		181	215	pr75		-31	-35	pr269		36	40	pr267		36	40	pr382		12	13	pr62		41	45	pr41		31	35																	0
Spirit Teacher's Headdress		1		10	1	90	54	e29 		(Tier 6)						5	5000	oran	oran			so0		so0	pr133		4	4	pr5		216	250	pr75		-36	-40	pr269		41	45	pr267		41	45	pr382		14	15	pr62		46	50	pr41		36	40																	0
Bul Kathos' Voice		1		10	1	120	100	@56 		(Sacred) SU						5	5000	dred	dred			so0		so0	pr133		4	4	pr5		251	300	pr7		51	75	pr9		51	75	pr108		11	15	pr223		41	50	pr57		25	25	pr81		40	40	pr126	612	10	32	pr0		500	500									0
Arreat's Snowcap		1		4	1	120	100	@56 		(Sacred) SSU						5	5000	cblu	cblu			so0		so0	pr133		4	4	pr5		301	350	pr137	200	500	2500	pr50		50	50	pr71		2	2	pr197	781	5	22	pr126	883	50	29	pr223		-50	-50	pr173		41	50	pr461		201	250	pr7		51	75					0
AvengerGuardSU3		1		1	1	120	100	@56 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		4	4	pr5		301	350	pr71		1	2	pr117	1225	2	3	pr117	1226	1	1	pr4		10	10	pr58		750	950	pr59		150	150	pr0		300	300	pr96		150	150	pr215		20	20	pr218		10	10	0
The Lumberjack		1		10	1	5	3	115 		(Tier 1)						5	5000	dgrn	dgrn			so0		so0	pr133		2	2	pr387		51	51	pr29		31	50	pr28		21	50	pr108		3	5	pr99		21	50	pr57		5	5	pr0		31	50	pr199	647	100	3	pr121		1	1									0
The Lumberjack		1		10	1	20	12	183 		(Tier 2)						5	5000	dgrn	dgrn			so0		so0	pr133		3	3	pr387		51	51	pr29		51	70	pr28		51	80	pr108		6	8	pr99		51	80	pr57		10	10	pr0		51	70	pr199	647	100	5	pr121		1	1									0
The Lumberjack		1		10	1	34	22	251 		(Tier 3)						5	5000	dgrn	dgrn			so0		so0	pr133		4	4	pr387		51	51	pr29		71	90	pr28		81	110	pr108		9	11	pr99		81	110	pr57		15	15	pr0		71	90	pr199	647	100	7	pr121		2	2									0
The Lumberjack		1		10	1	49	31	319 		(Tier 4)						5	5000	dgrn	dgrn			so0		so0	pr133		4	4	pr387		51	51	pr29		91	110	pr28		111	140	pr108		12	14	pr99		111	140	pr57		20	20	pr0		91	110	pr199	647	100	9	pr121		2	2									0
The Lumberjack		1		10	1	64	40	387 		(Tier 5)						5	5000	dgrn	dgrn			so0		so0	pr133		5	5	pr387		51	51	pr29		111	130	pr28		141	170	pr108		15	17	pr99		141	170	pr57		25	25	pr0		111	130	pr199	647	100	11	pr121		3	3									0
The Lumberjack		1		10	1	78	49	455 		(Tier 6)						5	5000	dgrn	dgrn			so0		so0	pr133		6	6	pr387		51	51	pr29		131	150	pr28		171	200	pr108		18	20	pr99		171	200	pr57		30	30	pr0		131	150	pr199	647	100	13	pr121		3	3									0
Throatseeker		1		10	1	120	100	16@ 		(Sacred) SU						5	5000	cred	cred			so0		so0	pr133		6	6	pr387		51	51	pr29		201	250	pr192		61	100	pr66		19	25	pr13		500	500	pr57		30	30	pr126	777	10	16	pr140		50	150	pr114		21	25									0
New2Lavasurge		1		4	1	120	100	16@ 		(Sacred) SSU						5	5000	oran	oran			so0		so0	pr133		6	6	pr387		51	51	pr29		251	300	pr140		100	200	pr81		-50	-50	pr221		11	15	pr127	833	100	20	pr97		-200	-200	pr134		500	1000	pr53		201	250									0
AxeSU3		1		1	1	120	100	16@ 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		6	6	pr387		51	51	pr29		201	250	pr185		30	50	pr173		21	25	pr104		1	2	pr117	2027	3	5	pr204	390	17	23	pr12		21	25	pr87		25	25	pr8		20	30	pr9		20	30	0
Wolfpack		1		10	1	9	6	7@5 		(Tier 1)						5	5000	dred	dred			so0		so0	pr133		1	1	pr387		76	76	pr29		21	50	pr28		41	70	pr57		5	5	pr108		3	5	pr117	1229	11	15	pr267		11	15	pr66		3	5	pr7		11	15	pr9		11	15					0
Wolfpack		1		10	1	24	16	8@5 		(Tier 2)						5	5000	dred	dred			so0		so0	pr133		2	2	pr387		76	76	pr29		51	80	pr28		71	100	pr57		10	10	pr108		6	8	pr117	1229	16	20	pr267		16	20	pr66		6	8	pr7		16	20	pr9		16	20					0
Wolfpack		1		10	1	39	25	9@5 		(Tier 3)						5	5000	dred	dred			so0		so0	pr133		2	2	pr387		76	76	pr29		81	110	pr28		101	130	pr57		15	15	pr108		9	11	pr117	1229	21	25	pr267		21	25	pr66		9	11	pr7		21	25	pr9		21	25					0
Wolfpack		1		10	1	53	34	1@6 		(Tier 4)						5	5000	dred	dred			so0		so0	pr133		2	2	pr387		76	76	pr29		111	140	pr28		131	160	pr57		20	20	pr108		12	14	pr117	1229	26	30	pr267		26	30	pr66		12	14	pr7		26	30	pr9		26	30					0
Wolfpack		1		10	1	68	43	2@6 		(Tier 5)						5	5000	dred	dred			so0		so0	pr133		3	3	pr387		76	76	pr29		141	170	pr28		161	190	pr57		25	25	pr108		15	17	pr117	1229	31	35	pr267		31	35	pr66		15	17	pr7		31	35	pr9		31	35					0
Wolfpack		1		10	1	83	53	3@6 		(Tier 6)						5	5000	dred	dred			so0		so0	pr133		3	3	pr387		76	76	pr29		171	200	pr28		191	220	pr57		30	30	pr108		18	20	pr117	1229	36	40	pr267		36	40	pr66		18	20	pr7		36	40	pr9		36	40					0
Kaskara of the Taan		1		10	1	120	100	4@6 		(Sacred) SU						5	5000	lred	lred			so0		so0	pr133		3	3	pr387		76	76	pr29		201	250	pr140		100	250	pr71		3	4	pr223		250	250	pr126	450	2	18	pr356		101	150	pr13		500	500	pr11		500	500	pr382		5	5	pr267		51	70	0
NewSoulhunger		1		4	1	120	100	4@6 		(Sacred) SSU						5	5000	dblu	dblu			so4779		so4779	pr133		3	3	pr387		76	76	pr29		251	300	pr28		301	400	pr197	781	2	19	pr74	3	3	3	pr201		1	1	pr53		-250	-250	pr238		21	25	pr197	29	2	4	pr65		23	26					0
BackswordSU3		1		1	1	120	100	4@6 		(Sacred) SSSU						5	5000	blac	blac			so0		so0	pr133		3	3	pr387	76	76	76	pr233		50	100	pr204	513	1	1	pr204	96	1	1	pr230		50	100	pr369	511	1	2	pr238		100	100	pr29		300	350	pr57		60	60	pr104		2	3					0
Rockshatter		1		10	1	10	6	150 		(Tier 1)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr387		51	51	pr29		31	70	pr108		7	10	pr7		16	25	pr197	564	2	7	pr223		31	50	pr192		11	15	pr28		31	50													0
Rockshatter		1		10	1	24	15	218 		(Tier 2)						5	5000	dgry	dgry			so0		so0	pr133		3	3	pr387		51	51	pr29		71	110	pr108		11	14	pr7		26	35	pr197	564	2	13	pr223		51	70	pr192		16	20	pr28		51	70													0
Rockshatter		1		10	1	39	24	286 		(Tier 3)						5	5000	dgry	dgry			so0		so0	pr133		4	4	pr387		51	51	pr29		111	150	pr108		15	18	pr7		36	45	pr197	564	3	19	pr223		71	90	pr192		21	25	pr28		71	90													0
Rockshatter		1		10	1	53	34	354 		(Tier 4)						5	5000	dgry	dgry			so0		so0	pr133		4	4	pr387		51	51	pr29		151	190	pr108		19	22	pr7		46	55	pr197	564	3	25	pr223		91	110	pr192		26	30	pr28		91	110													0
Rockshatter		1		10	1	68	43	422 		(Tier 5)						5	5000	dgry	dgry			so0		so0	pr133		5	5	pr387		51	51	pr29		191	230	pr108		23	26	pr7		56	65	pr197	564	4	31	pr223		111	130	pr192		31	35	pr28		111	130													0
Rockshatter		1		10	1	83	53	490 		(Tier 6)						5	5000	dgry	dgry			so0		so0	pr133		6	6	pr387		51	51	pr29		231	270	pr108		27	30	pr7		66	75	pr197	564	4	37	pr223		131	150	pr192		36	40	pr28		131	150													0
Griefbringer		1		10	1	120	100	51@ 		(Sacred) SU						5	5000	dred	dred			so0		so0	pr133		6	6	pr387		51	51	pr29		251	300	pr223		51	100	pr57		40	40	pr99		250	250	pr96		101	150	pr10		-25	-25	pr140		150	400	pr107		21	25	pr197	874	50	12	pr3		31	40	0
NewHawkingAxe		1		4	1	120	100	51@ 		(Sacred) SSU						5	5000	dgry	dpur			so0		so0	pr133		6	6	pr387		51	51	pr29		301	350	pr204	1010	14	18	pr140		150	400	pr78		25	25	pr7		100	100	pr10		100	100	pr197	710	5	46	pr114		20	20	pr110		250	250					0
BalancedAxeSU3		1		1	1	120	100	51@ 		(Sacred) SSSU						5	5000	oran	oran			so0		so0	pr133		6	6	pr387		51	51	pr29		301	350	pr197	375	10	21	pr326		1	1	pr92	1	1	1	pr57		25	25	pr121		3	4	pr71		3	4	pr81		30	30	pr219		11	20	pr75		-50	-50	0
Ironsleet		1		10	1	12	7	148 		(Tier 1)						5	5000	dgry	dgry			so0		so0	pr133		1	1	pr388	51	51	51	pr29		41	80	pr28		31	65	pr127	806	5	3	pr297		4	7	pr199	805	100	7	pr35		21	25	pr93		7	10													0
Ironsleet		1		10	1	26	16	216 		(Tier 2)						5	5000	dgry	dgry			so0		so0	pr133		1	1	pr388	51	51	51	pr29		81	120	pr28		66	100	pr127	806	6	5	pr297		8	11	pr199	805	100	18	pr35		26	30	pr93		11	14													0
Ironsleet		1		10	1	41	26	284 		(Tier 3)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr388	51	51	51	pr29		121	160	pr28		101	135	pr127	806	7	7	pr297		12	15	pr199	805	100	29	pr35		31	35	pr93		15	18													0
Ironsleet		1		10	1	55	35	352 		(Tier 4)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr388	51	51	51	pr29		161	200	pr28		136	170	pr127	806	8	9	pr297		16	19	pr199	805	100	40	pr35		36	40	pr93		19	22													0
Ironsleet		1		10	1	70	44	420 		(Tier 5)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr388	51	51	51	pr29		201	240	pr28		171	205	pr127	806	9	11	pr297		20	23	pr199	805	100	51	pr35		41	45	pr93		23	26													0
Ironsleet		1		10	1	85	54	488 		(Tier 6)						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr388	51	51	51	pr29		241	280	pr28		206	240	pr127	806	10	13	pr297		24	27	pr199	805	100	62	pr35		46	50	pr93		27	30													0
Pixie Legion		1		10	1	120	100	49@ 		(Sacred) SU						5	5000	oran	oran			so0		so0	pr133		2	2	pr388	51	51	51	pr29		201	300	pr197	628	100	48	pr262		31	50	pr96		101	150	pr58		301	500	pr39		31	40	pr213		75	75	pr78		20	20	pr116		50	50					0
NewBuzzbomb		1		4	1	120	100	49@ 		(Sacred) SSU						5	5000	dgry	dgry			so0		so0	pr133		2	2	pr388	51	51	51	pr29		251	300	pr127	453	5	40	pr183		41	50	pr122		4	4	pr57		25	25	pr10		50	50	pr8		50	50	pr90		7	7	pr78		50	50					0
BalancedKnifeSU3		1		1	1	120	100	49@ 		(Sacred) SSSU						5	5000	dgld	dgld			so0		so0	pr133		2	2	pr388		51	51	pr29		301	350	pr127	745	20	13	pr117	2033	1	2	pr28		151	200	pr326		1	1	pr96		101	150	pr309		11	20	pr137		666	999	pr78		45	45	pr122		1	2	0
Wisdom's Wrap		1		10	1	19	12	4@I 		(Tier 1)						5	5000	dred	dred			so0		so0	pr133		2	2	pr183		16	20	pr62		11	15	pr208		3	5	pr31		21	30	pr75		-6	-10	pr182	401	25	3	pr73		-1	-1	pr70		1	1													0
Wisdom's Wrap		1		10	1	33	20	5@I 		(Tier 2)						5	5000	dred	dred			so0		so0	pr133		3	3	pr183		21	25	pr62		16	20	pr208		6	8	pr31		31	40	pr75		-11	-15	pr182	401	30	6	pr73		-1	-1	pr70		1	2													0
Wisdom's Wrap		1		10	1	48	29	6@I 		(Tier 3)						5	5000	dred	dred			so0		so0	pr133		4	4	pr183		26	30	pr62		21	25	pr208		9	11	pr31		41	50	pr75		-16	-20	pr182	401	35	9	pr73		-2	-2	pr70		1	2													0
Wisdom's Wrap		1		10	1	62	38	7@I 		(Tier 4)						5	5000	dred	dred			so0		so0	pr133		4	4	pr183		31	35	pr62		26	30	pr208		12	14	pr31		51	60	pr75		-21	-25	pr182	401	40	12	pr73		-2	-2	pr70		2	3													0
Wisdom's Wrap		1		10	1	77	47	8@I 		(Tier 5)						5	5000	dred	dred			so0		so0	pr133		5	5	pr183		36	40	pr62		31	35	pr208		15	17	pr31		61	70	pr75		-26	-30	pr182	401	45	15	pr73		-3	-3	pr70		2	3													0
Wisdom's Wrap		1		10	1	90	55	9@I 		(Tier 6)						5	5000	dred	dred			so0		so0	pr133		6	6	pr183		41	45	pr62		36	40	pr208		18	20	pr31		71	80	pr75		-31	-35	pr182	401	50	18	pr73		-3	-3	pr70		2	4													0
Demonspike Coat		1		10	1	120	100	1@J 		(Sacred) SU						5	5000	blac	blac			so0		so0	pr133		6	6	pr5		251	300	pr70		2	3	pr269		31	50	pr31		51	100	pr3		100	100	pr78		-15	-15	pr181		1	1	pr267		41	60	pr4		11	15	pr39		51	100					0
NewLachdanansVisage		1		4	1	120	100	1@J 		(Sacred) SSU						5	5000	dblu	lgld			so0		so0	pr133		6	6	pr5		301	350	pr182	415	20	5	pr0		666	666	pr201		1	1	pr8		41	50	pr70		2	2	pr140		50	100	pr37		21	25	pr181		1	1									0
BandedPlateSU3		1		1	1	120	100	1@J 		(Sacred) SSSU						5	5000	dred	dred			so0		so0	pr133		6	6	pr5		251	300	pr183		40	50	pr184		40	50	pr171		25	25	pr172		25	25	pr4		5	5	pr81		30	30	pr192		25	50	pr53		25	50	pr12		10	10					0
Spellbreaker		1		10	1	1	1	156 	Bardiche (unused)	(Tier 1)						5	5000	dpur	dpur			so0		so0	pr133		2	2	pr387		76	76	pr207		-3	-5	pr213		11	15	pr41		3	5	pr29		21	50	pr28		16	25	pr65		3	6																	0
Spellbreaker		1		10	1	13	8	224 	Bardiche (unused)	(Tier 2)						5	5000	dpur	dpur			so0		so0	pr133		3	3	pr387		76	76	pr207		-6	-8	pr213		16	20	pr41		6	8	pr29		51	80	pr28		26	35	pr65		7	10																	0
Spellbreaker		1		10	1	27	17	292 	Bardiche (unused)	(Tier 3)						5	5000	dpur	dpur			so0		so0	pr133		4	4	pr387		76	76	pr207		-9	-11	pr213		21	25	pr41		9	11	pr29		81	110	pr28		36	45	pr65		11	14																	0
Spellbreaker		1		10	1	42	26	360 	Bardiche (unused)	(Tier 4)						5	5000	dpur	dpur			so0		so0	pr133		4	4	pr387		76	76	pr207		-12	-14	pr213		26	30	pr41		12	14	pr29		111	140	pr28		46	55	pr65		15	18																	0
Spellbreaker		1		10	1	56	36	428 	Bardiche (unused)	(Tier 5)						5	5000	dpur	dpur			so0		so0	pr133		5	5	pr387		76	76	pr207		-15	-17	pr213		31	35	pr41		15	17	pr29		141	170	pr28		56	65	pr65		19	22																	0
Spellbreaker		1		10	1	71	45	496 	Bardiche (unused)	(Tier 6)						5	5000	dpur	dpur			so0		so0	pr133		6	6	pr387		76	76	pr207		-18	-20	pr213		36	40	pr41		18	20	pr29		171	200	pr28		66	75	pr65		23	26																	0
Earthbind		1		10	1	120	100	57@ 	Bardiche (unused)	(Sacred) SU						5	5000	oran	oran			so0		so0	pr133		6	6	pr387		76	76	pr29		201	250	pr140		100	250	pr114		41	50	pr208		21	25	pr7		51	60	pr9		51	60	pr197	388	5	12	pr222		11	15	pr138	128	256	1024					0
Addertongue		1		10	1	9	6	110 		(Tier 1)						5	5000	lgrn	lgrn			so0		so0	pr133		2	2	pr387		76	76	pr68		1	1	pr222		3	5	pr215		3	5	pr217		3	5	pr126	1002	25	6	pr185		11	15																	0
Addertongue		1		10	1	24	15	178 		(Tier 2)						5	5000	lgrn	lgrn			so0		so0	pr133		2	2	pr387		76	76	pr68		1	2	pr222		6	8	pr215		6	8	pr217		6	8	pr126	1002	30	11	pr185		16	20																	0
Addertongue		1		10	1	38	24	246 		(Tier 3)						5	5000	lgrn	lgrn			so0		so0	pr133		3	3	pr387		76	76	pr68		1	2	pr222		9	11	pr215		9	11	pr217		9	11	pr126	1002	35	16	pr185		21	25																	0
Addertongue		1		10	1	53	34	314 		(Tier 4)						5	5000	lgrn	lgrn			so0		so0	pr133		3	3	pr387		76	76	pr68		1	3	pr222		12	14	pr215		12	14	pr217		12	14	pr126	1002	40	21	pr185		26	30																	0
Addertongue		1		10	1	68	43	382 		(Tier 5)						5	5000	lgrn	lgrn			so0		so0	pr133		4	4	pr387		76	76	pr68		2	3	pr222		15	17	pr215		15	17	pr217		15	17	pr126	1002	45	26	pr185		31	35																	0
Addertongue		1		10	1	82	52	450 		(Tier 6)						5	5000	lgrn	lgrn			so0		so0	pr133		4	4	pr387		76	76	pr68		2	4	pr222		18	20	pr215		18	20	pr217		18	20	pr126	1002	50	31	pr185		36	40																	0
Fleshdoom		1		10	1	120	100	11@ 		(Sacred) SU						5	5000	cred	cred			so0		so0	pr133		4	4	pr387		76	76	pr29		201	250	pr192		101	150	pr9		51	75	pr14		21	25	pr126	694	10	36	pr3		21	40	pr140		100	200	pr98		201	250	pr107		31	50					0
New2TylwulfsBetrayal		1		4	1	120	100	11@ 		(Sacred) SSU						5	5000	dred	dred			so0		so0	pr133		4	4	pr387		76	76	pr29		201	250	pr28		201	250	pr182	613	20	9	pr269		41	50	pr126	312	10	8	pr98		-20	-20	pr114		10	10	pr190		11	15	pr58		750	750					0
BastardSwordSU3		1		1	1	120	100	11@ 		(Sacred) SSSU						5	5000	cred	cred			so0		so0	pr133		4	4	pr387		76	76	pr29		300	350	pr126	389	10	38	pr171		25	25	pr183		70	80	pr134		666	666	pr57		50	50	pr92	1	1	1	pr215		40	40	pr117	1700	1	3	pr32		5	5	0
Skullhammer		1		10	1	8	5	121 		(Tier 1)						5	5000	blac	blac			so0		so0	pr133		2	2	pr387		76	76	pr29		31	70	pr220		6	10	pr215		3	5	pr12		-3	-5	pr108		11	15	pr57		15	15																	0
Skullhammer		1		10	1	23	14	189 		(Tier 2)						5	5000	blac	blac			so0		so0	pr133		3	3	pr387		76	76	pr29		71	110	pr220		11	15	pr215		6	8	pr12		-6	-8	pr108		16	20	pr57		20	20																	0
Skullhammer		1		10	1	37	24	257 		(Tier 3)						5	5000	blac	blac			so0		so0	pr133		4	4	pr387		76	76	pr29		111	150	pr220		16	20	pr215		9	11	pr12		-9	-11	pr108		21	25	pr57		25	25																	0
Skullhammer		1		10	1	52	33	325 		(Tier 4)						5	5000	blac	blac			so0		so0	pr133		4	4	pr387		76	76	pr29		151	190	pr220		21	25	pr215		12	14	pr12		-12	-14	pr108		26	30	pr57		30	30																	0
Skullhammer		1		10	1	67	42	393 		(Tier 5)						5	5000	blac	blac			so0		so0	pr133		5	5	pr387		76	76	pr29		191	230	pr220		26	30	pr215		15	17	pr12		-15	-17	pr108		31	35	pr57		35	35																	0
Skullhammer		1		10	1	81	51	461 		(Tier 6)						5	5000	blac	blac			so0		so0	pr133		6	6	pr387		76	76	pr29		231	270	pr220		31	35	pr215		18	20	pr12		-18	-20	pr108		36	40	pr57		40	40																	0
