Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	* Laz / status	* Laz / new	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
ms53	53	ms53	ms54		MoonClan	ms53		mt22	ma12		GM  			1													1	2		6	6	1	5	46	120	mo63	mo63	10	15	14	13				75	75	80	10	10	9	80	80	80																									1	1							1		1			1	1							1																										100	100	100	-20	-20	-20																							5	5	5		110	137	51	91	76	126	85							105	133	55	90	75	128	85							200	215	60	90	75	130	85																																																																			0
ms54	54	ms53	ms55	1	NightClan	ms54		mt22	ma12		GM  			1													1	3		8	8	1	8	48	120	mo63	mo63	10	15	14	13				75	75	80	10	10	8	80	80	85																									1	1							1		1			1	1							1																										100	100	100	-20	-20	-20																							7	7	7		114	141	51	91	81	141	85							107	135	55	90	75	133	85							200	215	60	90	70	125	85							A1	ltng					15	10	75		20	15	85																																																0
ms55	55	ms53	ms56	2	BloodClan	ms55		mt22	ma12		GM  			1													2	3		9	9	1	9	48	120	mo63	mo63	10	15	14	13				75	80	85	10	9	7	80	85	90																									1	1							1		1			1	1							1																										100	100	100	-20	-20	-20																							8	8	8		112	136	51	91	81	161	85							106	133	55	90	73	140	85							200	215	60	90	65	120	85							A1	fire					20	30	50		25	40	70																																																0
ms56	56	ms53	ms57	3	HellClan	ms56		mt22	ma12		GM  			1													3	4		11	11	1	24	60	120	mo63	mo63	10	15	14	13				75	80	85	10	8	7	80	85	95																									1	1							1		1			1	1							1																										100	100	100	-20	-20	-20																							19	19	19		116	143	51	90	70	147	85							108	136	55	90	67	133	85							200	215	60	90	65	120	85							A1	fire					25	30	50		30	40	70																																																0
ms57	57	ms53	ms585	4	DeathClan	ms57		mt22	ma12		GM  			1													2	4		10	10	1	13	50	120	mo63	mo63	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																										100	100	100	-20	-20	-20																							11	11	11		119	146	51	91	72	158	85							109	138	55	90	73	144	85							200	215	60	90	75	130	85																																																																			0
ms58	58	ms58	ms59		FallenShamanBsd	ms664	mp23	mt16	ma13		FS  			1							ms765		1		2	6	1	1		5	5	1	3	45	120	mo51	mo51	12	5	4	3				45	55	65	80	90	100	70	65	60	50	50	50	30	30	30																			1								1		1			1	1		1							sk181	mq12	1	sk170	mq12	3																			100	100	100	-20	-20	-20																							4	4	4		60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200																																																																			0
ms59	59	ms58	ms60	1	InvaderShaman	ms665	mp23	mt16	ma13		FS  			1							ms766		1		2	6	1	1		5	5	1	5	46	120	mo51	mo51	12	5	4	3				50	60	70	85	95	100	65	60	55	50	50	50	30	30	30																			1								1		1			1	1		1							sk181	mq12	1	sk170	mq12	5																			100	100	100	-20	-20	-20																							4	4	4		60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200																																																																			0
ms60	60	ms58	ms61	2	DefilerShaman	ms666	mp23	mt16	ma13		FS  			1							ms767		1		2	6	1	1		5	5	1	10	50	120	mo51	mo51	12	5	4	3				55	65	75	90	100	100	60	55	50	50	50	50	30	30	30																			1								1		1			1	1		1							sk181	mq12	1	sk170	mq12	7																			100	100	100	-20	-20	-20																							4	4	4		60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200																																																																			0
ms61	61	ms58	ms62	3	ScourgeShaman	ms667	mp23	mt16	ma13		FS  			1							ms768		1		2	6	1	1		5	5	1	14	53	120	mo51	mo51	12	5	4	3				60	70	80	95	100	100	55	50	45	50	50	50	30	30	30																			1								1		1			1	1		1							sk181	mq12	1	sk170	mq12	9																			100	100	100	-20	-20	-20																							4	4	4		60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200																																																																			0
ms62	62	ms58	ms645	3	ScourgeShaman	ms667	mp23	mt16	ma13		FS  			1							ms768		1		2	6	1	1		5	5	1	14	53	120	mo51	mo51	12	5	4	3				60	70	80	95	100	100	55	50	45	50	50	50	30	30	30																			1								1		1			1	1		1							sk181	mq12	1	sk170	mq12	11																			100	100	100	-20	-20	-20																							4	4	4		60	100	100	100	90	120	200							60	100	100	100	90	120	200							180	200	100	100	90	120	200																																																																			0
ms63	63	ms63	ms64		QuillRat	ms63		mt23	ma14		SI  			1	1												1	2		4	4	2	1	45	120	mo94	mo94	10	15	14	13				10	15	20	35	45	50				2	2	2														ml7								1													1	1																																	100	100	100	-20	-20	-20																							3	3	3		21	81	84	71	51	101	65	15	25	100				20	75	82	70	40	88	65	22	37	100				160	185	80	70	30	75	65	30	50	100				A2	pois					15	10	15	50	20	20	25	75																																															0
ms64	64	ms63	ms65	1	SpikeFiend	ms64		mt23	ma14		SI  			1	1												1	3		4	4	2	6	48	120	mo94	mo94	10	15	14	13				15	17	20	45	55	55				2	2	2														ml8								1													1	1																																	100	100	100	-20	-20	-20																							6	6	6		24	85	84	71	26	126	65	15	25	100				22	77	82	70	28	100	65	22	37	100				160	185	80	70	30	75	65	30	50	100				A2	cold					5	25	40	100	15	35	60	150																																															0
ms65	65	ms63	ms66	2	ThornBeast	ms65		mt23	ma14		SI  			1	1												2	3		5	5	2	10	49	120	mo94	mo94	10	15	14	13				20	20	22	55	60	65				1	1	1														ml9								1													1	1																																	100	100	100	-20	-20	-20																							9	9	9		23	89	84	71	34	117	65	15	25	100				21	79	82	70	32	96	65	22	37	100				160	185	80	70	30	75	65	30	50	100				A2	cold					5	25	40	100	15	35	60	150																																															0
ms66	66	ms63	ms67	3	RazorSpine	ms66		mt23	ma14		SI  			1	1												2	4		5	5	2	11	50	120	mo94	mo94	10	15	14	13				23	23	23	65	65	70				1	1	1														ml10								1													1	1																																	100	100	100	-20	-20	-20																							10	10	10		21	86	84	71	29	115	65	15	25	100				20	78	82	70	29	95	65	22	37	100				160	185	80	70	30	75	65	30	50	100				A2	fire					5	30	45		15	45	75																																																0
ms67	67	ms63	ms605	4	JungleUrchin	ms67		mt23	ma14		SI  			1	1												3	4		6	6	1	23	60	120	mo94	mo94	10	15	14	13				25	25	27	75	75	75				1	1	1														ml11								1													1	1																																	100	100	100	-20	-20	-20																							18	18	18		22	87	84	71	34	117	65	15	25	100				21	78	82	70	32	96	65	22	37	100				160	185	80	70	30	75	65	30	50	100				A2	ltng					5	5	75		15	5	120																																																0
ms68	68	ms68	ms69		SandMaggot	ms68	mp23	mt24	ma15	Lays Eggs	SM  			1			ms190			S1							1	1		5	5	1	20	56	120	mo101	mo101	10	15	14	13				35	35	35	35	35	35	2	2	2	75	75	75	120	120	120											ml70								1													1	1									sk161	mq13	1	sk162	mq14	1	sk1087	mq15	1																100	100	100	-20	-20	-20																							17	17	17		139	174	84	117	82	182	75							124	162	99	121	76	146	75							205	225	115	125	70	110	75																																																																			0
ms69	69	ms68	ms70	1	RockWorm	ms69	mp23	mt24	ma15	Lays Eggs	SM  			1			ms191			S1							1	1		5	5	1	21	56	120	mo101	mo101	10	15	14	13				40	40	40	40	45	40	2	2	2	80	80	80	110	110	110											ml71								1													1	1									sk161	mq13	1	sk162	mq14	1	sk1087	mq15	1																100	100	100	-20	-20	-20																							17	17	17		139	173	84	117	91	191	75							124	161	99	121	80	150	75							205	225	115	125	70	110	75																																																																			0
ms70	70	ms68	ms71	2	Devourer	ms70	mp23	mt24	ma15	Lays Eggs	SM  			1			ms192			S1							1	2		5	5	1	24	60	120	mo101	mo101	10	15	14	13				45	45	45	50	50	50	2	2	2	85	85	85	100	100	100											ml72								1													1	1									sk161	mq13	1	sk162	mq14	1	sk1087	mq15	1																100	100	100	-20	-20	-20																							19	19	19		141	173	84	116	85	177	75							125	161	99	120	77	143	75							205	225	115	125	70	110	75																																																																			0
ms71	71	ms68	ms72	3	GiantLamprey	ms71	mp23	mt24	ma15	Lays Eggs	SM  			1			ms193			S1							2	2		5	5	1	26	63	120	mo101	mo101	10	15	14	13				50	50	50	60	60	60	2	2	2	88	88	88	90	90	90											ml73								1													1	1									sk161	mq13	1	sk162	mq14	1	sk1087	mq15	1																100	100	100	-20	-20	-20																							21	21	21		139	171	85	117	86	186	75							124	160	100	121	78	148	75							205	225	115	125	70	110	75																																																																			0
ms72	72	ms68	ms679	4	WorldKiller	ms72	mp23	mt24	ma15	Lays Eggs	SM  			1			ms194			S1							2	3		5	5	1	34	71	120	mo101	mo101	10	15	14	13				55	55	55	70	70	70	2	2	2	90	90	90	80	80	80											ml74								1													1	1									sk161	mq13	1	sk162	mq14	1	sk1087	mq15	1																100	100	100	-20	-20	-20																							27	27	27		140	172	84	127	89	189	75							125	161	99	126	79	149	75							205	225	115	125	70	110	75																																																																			0
ms73	73	ms73	ms74		TombViper	ms73		mt25	ma16		SD  			1													1	2		5	5	1	14	54	120	mo31	mo31	10	15	14	13				40	45	45	8	10	12	75	75	75	50	50	50	15	10	10	1	1	1																1	1									1			1	1							1		sk292	mq2	1																						100	100	100	-20	-20	-20																							12	12	12		67	109	84	78	51	88	135	63	101	135				71	109	104	89	55	84	135	61	103	135				187	205	125	100	60	80	135	60	105	135				A1	fire	100	50	87		100	60	70		100	60	70																																																0
ms74	74	ms73	ms75	1	ClawViper	ms74		mt25	ma16		SD  			1													1	3		5	13	1	19	56	120	mo31	mo31	10	15	14	13				45	50	50	8	10	12	80	80	80	60	60	60	12	12	9	1	1	1																1	1									1			1	1							1		sk292	mq2	1																						100	100	100	-20	-20	-20																							16	16	16		66	107	84	78	61	101	135	61	101	135				70	108	104	89	60	90	135	60	103	135				187	205	125	100	60	80	135	60	105	135				A1	ltng	100	5	120		100	5	120		100	5	120																																																0
ms75	75	ms73	ms76	2	Salamander	ms75		mt25	ma16		SD  			1													2	3		6	15	1	23	58	120	mo31	mo31	10	15	14	13				50	55	55	8	10	12	85	85	85	70	70	70	9	9	8	1	1	1																1	1									1			1	1							1		sk292	mq2	1																						100	100	100	-20	-20	-20																							18	18	18		66	108	84	78	51	92	135	59	101	135				70	109	104	89	55	86	135	59	103	135				187	205	125	100	60	80	135	60	105	135				A1	fire	100	50	91		100	60	70		100	60	70																																																0
ms76	76	ms73	ms77	3	PitViper	ms76		mt25	ma16		SD  			1													2	4		6	15	1	28	64	120	mo31	mo31	10	15	14	13				55	60	60	8	10	12	88	88	88	75	75	75	7	7	7	1	1	1																1	1									1			1	1							1		sk292	mq2	1																						100	100	100	-20	-20	-20																							22	22	22		66	107	85	78	58	101	135	65	108	135				70	108	105	89	59	90	135	62	106	135				187	205	125	100	60	80	135	60	105	135				A1	pois	100	15	15	200	100	25	25	200	100	33	33	200																																															0
ms77	77	ms73	ms594	4	SerpentMagus	ms77		mt25	ma16		SD  			1													3	4		8	18	1	30	68	120	mo31	mo31	10	15	14	13				60	65	65	8	10	12	90	90	90	80	80	80	5	5	5	1	1	1																1	1									1			1	1							1		sk292	mq2	1																						100	100	100	-20	-20	-20																							24	24	24		65	107	85	78	51	94	135	57	101	135				70	108	105	89	55	87	135	58	103	135				187	205	125	100	60	80	135	60	105	135				A1	cold	100	50	93	100	100	60	80	100	100	60	100	100																																															0
ms78	78	ms78	ms79		SandLeaper	ms78		mt26	ma17		SL  			1													1	3		13	13	1	18	54	120	mo100	mo100	10	15	14	13				20	21	23	50	50	50	30	30	30	50	50	50																						1	1												1	1									sk132	mq17	1																						100	100	100	-20	-20	-20																							15	15	15		67	194	84	94	61	121	100	61	121	90				53	137	107	94	63	120	100	58	110	90				170	190	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																																															0
ms79	79	ms78	ms80	1	CaveLeaper	ms79		mt26	ma17		SL  			1													2	3		10	10	1	19	55	120	mo100	mo100	10	15	14	13				20	21	23	50	50	50	30	30	30	50	50	50																						1	1												1	1									sk132	mq17	2																						100	100	100	-20	-20	-20																							16	16	16		66	194	84	94	61	121	100	61	121	90				53	137	107	94	63	120	100	58	110	90				170	190	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																																															0
ms80	80	ms78	ms81	2	TombCreeper	ms80		mt26	ma17		SL  			1													2	4		10	10	1	21	58	120	mo100	mo100	10	15	14	13				20	21	24	50	50	50	30	30	30	50	50	50																						1	1												1	1									sk132	mq17	3																						100	100	100	-20	-20	-20																							17	17	17		64	192	84	94	64	128	100	64	128	90				52	136	107	94	64	124	100	59	114	90				170	190	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																																															0
ms81	81	ms78	ms82	3	TreeLurker	ms81		mt26	ma17		SL  			1													3	4		10	10	1	28	65	120	mo100	mo100	10	15	14	13				20	22	24	50	50	50	30	30	30	50	50	50																						1	1												1	1									sk132	mq17	4																						100	100	100	-20	-20	-20																							22	22	22		66	192	85	94	65	122	100	65	122	90				53	136	107	94	65	121	100	60	111	90				170	190	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																																															0
ms82	82	ms78	ms629	4	RazorPitDemon	ms82		mt26	ma17		SL  			1													3	5		10	10	1	33	70	120	mo100	mo100	10	15	14	13				20	22	25	50	50	50	30	30	30	50	50	50																						1	1												1	1									sk132	mq17	5																						100	100	100	-20	-20	-20																							26	26	26		65	193	84	99	59	118	100	59	118	90				52	136	107	97	62	119	100	57	109	90				170	190	130	95	65	120	100	55	100	90				A1	pois					5	10	10	50	10	15	15	75																																															0
ms83	83	ms83	ms84		Huntress	ms83		mt27	ma18		PW  			1													1	3		6	13	1	18	54	120	mo91	mo91	10	15	14	13				70	70	70	70	75	80	8	8	12	6	6	6		25	50																			1	1									1			1	1							1																										100	100	100	-20	-20	-20																							15	15	15		57	97	64	71	51	121	200							58	98	84	75	50	105	200							180	200	105	80	50	90	200																																																																			0
ms84	84	ms83	ms85	1	SaberCat	ms84		mt27	ma18		PW  			1													2	3		8	14	1	19	55	120	mo91	mo91	10	15	14	13				80	80	80	80	80	85	12	12	12	6	6	6		25	50																			1	1									1			1	1							1																										100	100	100	-20	-20	-20																							20	20	20		57	97	63	70	51	121	200							58	98	84	75	50	105	200							180	200	105	80	50	90	200																																																																			0
ms85	85	ms83	ms86	2	NightTiger	ms85		mt27	ma18		PW  			1													2	4		9	15	1	21	58	120	mo91	mo91	10	15	14	13				90	90	90	90	90	90	16	12	12	6	6	6		25	50																			1	1									1			1	1							1																										100	100	100	-20	-20	-20																							25	25	25		59	95	63	71	55	128	200							59	97	84	75	50	104	200							180	200	105	80	45	80	200							A1	cold					15	40	75	150	50	45	100	250																																															0
ms86	86	ms83	ms627	3	HellCat	ms86		mt27	ma18		PW  			1													3	4		10	16	1	24	60	120	mo91	mo91	10	15	14	13				90	90	90	90	90	95	24	12	12	6	6	6		25	50																			1	1									1			1	1							1																										100	100	100	-20	-20	-20																							30	30	30		58	96	63	70	47	116	200							59	98	84	75	46	98	200							180	200	105	80	45	80	200							A1	fire					15	50	80		50	50	120																																																0
ms87	87	ms87	ms88		Itchies	ms87		mt28	ma19	drains stamina	SW  			1													4	8		6	6	1	20	56	120	mo119	mo119	10	15	14	13				60	60	60	20	20	18	50	55	65																									1	1												1	1									sk166	mq18	1																									-20	-20	-20																							17	17	17		21	45	84	61	73	91	70							20	42	102	60	59	78	70							160	170	120	60	45	65	70							A1	stam	40	72	90		40	100	200		40	100	200																																																0
ms88	88	ms87	ms89	1	BlackLocusts	ms88		mt28	ma19	drains stamina	SW  			1													5	8		8	8	1	21	56	120	mo119	mo119	10	15	14	13				60	60	60	20	18	15	50	55	65																									1	1												1	1									sk166	mq18	1																									-20	-20	-20																							17	17	17		23	45	84	61	73	91	70							21	42	102	60	59	78	70							160	170	120	60	45	65	70							A1	stam	60	72	90		60	100	200		60	100	200																																																0
ms89	89	ms87	ms90	2	PlagueBugs	ms89		mt28	ma19	drains stamina	SW  			1													6	8		9	9	1	26	60	120	mo119	mo119	10	15	14	13				60	60	60	20	18	13	50	60	70																									1	1												1	1									sk166	mq18	1																									-20	-20	-20																							21	21	21		21	44	85	61	72	86	70							20	42	102	60	58	75	70							160	170	120	60	45	65	70							A1	stam	80	71	85		80	100	200		80	100	200																																																0
ms90	90	ms87		3	HellSwarm	ms90		mt28	ma19	drains stamina	SW  			1													7	9		10	10	1	28	65	120	mo119	mo119	10	15	14	13				60	60	60	20	16	12	50	60	70																									1	1												1	1									sk166	mq18	1																									-20	-20	-20																							22	22	22		22	44	85	61	79	93	70							21	42	102	60	62	79	70							160	170	120	60	45	65	70							A1	stam	90	78	92		90	100	200		90	100	200		A1	fire					25	30	50		40	40	60																																		0
ms91	91	ms91	ms92		DungSoldier	ms91		mt29	ma20		SC  			1							ms91		1	1	2	4	2	4		5	5	1	18	54	120	mo104	mo104	10	15	14	13				75	80	84	50	50	50	15	13	12	35	45	55	20	24	28																			1	1												1	1							1		sk10	mq5	1																						100	100	100	-20	-20	-20																							15	15	15		67	111	84	125	51	151	120	51	121	140	1	2	95	68	110	114	125	53	130	120	53	115	140	20	36	95	185	205	145	125	55	110	120	55	110	140	40	70	95	A1	ltng	20	10	20		20	15	30		20	15	30																																																0
ms92	92	ms91	ms93	1	SandWarrior	ms92		mt29	ma20		SC  			1							ms92		1	1	3	4	3	4		6	6	1	20	56	120	mo104	mo104	10	15	14	13				80	85	88	60	60	60	12	11	10	45	55	65	20	24	28																			1	1												1	1							1		sk10	mq5	2																						100	100	100	-20	-20	-20																							17	17	17		68	112	84	125	55	155	120	55	119	140	1	2	95	69	111	114	125	55	132	120	55	114	140	20	36	95	185	205	145	125	55	110	120	55	110	140	40	70	95	A1	ltng	20	9	27		20	15	30		20	15	30		A1	pois					10	10	10	50	20	15	15	50																																	0
