skill	Id	charclass	skilldesc	* Laz / status	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	*Manaat30	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk70	70		sd70		15	31																					is25	(lvl<4)?0:((lvl-3)*par3)	is19	(lvl+skill('sk0'.lvl))*par4	is31	(lvl+skill('sk0'.lvl))*par5																	is7	(skill('sk0'.lvl)*skill('sk0'.par1))*256	is111	skill('sk0'.lvl)*skill('sk0'.par2)+edmn									ms363	pt4	(lvl<4)?lvl:(2+lvl/3)	S1													1	so2470	so0			so0	so0	so0		so0		so0				20	31					ml115												1			none												SC	SC	xx								1		2	1						1						so2470			1	20																			2	6	48	2	26,5	1										(lvl<4)?0:(par2*(lvl-3))	hp % adjustment						5	% chance of shield	50	hp%/lvl	7	dmg%/lvl	15	to hit/lvl	15	ac/lvl							1								8																		3	3	3	3														1	256	1000
sk71	71		sd71			30																2		st23	200	4																																																				so2464	so0			so0	so0	so0		so0		so0				18	30					ml182		ml147										1			none												SC	SC	xx					4												1						so2464			6	20																			2	7	36		18	1																	4	radius	1	radius per level	175	duration	50	additional duration/level									1								8																																			6	384	3000
sk72	72					30																3		st250	(200*(100+stat('is409'.accr)))/100	4	is119	-100																																																		so2464	so0			so0	so0	so0		so0		so0				18	30																	1	10		none												SC	SC	S2					4												1						so0			1	99																							0	1																																	1								8																																			1		
sk73	73				22	27									ml2200																																																														1	so0	so4787			so0	so0	so0		so0		so0	ol477			5					ml2200											1		1			none												A1	A1	xx				1	4	1		1									1		1	2			so0			1	65526								1					1							7			0	1																																	1								8		50000						50000							mag	50000						50000													30		
sk74	74		sd74		17	55																				ln34																																																			1	so2457	so0			so0	so0	so0		so2458		so0				21	32					ml115	ml42	ml151										1			none												SC	SC	xx								1		1	1						1			3		1	so2457			6	20																			2	6	120	2	44,5	1										par1	% target hp min damage	par2	% target hp max damage	par5	% damage to do as elemental		2	% of base monster HP min damage	4	% of base monster HP max damage	8	radius (half squares)	1	additional radius/level (half squares)	50	% damage to do as elemental							1								8															fire																				6	384	3000
sk75	75																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											320																			lockout length		lockout length per level																																																										
sk76	76		sd659			8												ml1106																																																												so2399	so0			so0	so0	so0		so0		so0	ol30				17					ml1106	ml1106											1	1		none												SC	SC	xx																	1						so2399			65526	99													1							7	25	5	85	1										1	number of missiles	0	activation frame										1	synergy	6	bolts	5	levels per bolt					1								4		100	20	10	10	10	10	120	24	12	12	12	12	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+stat('is377'.accr)))/10000-100	fire	100	20	10	10	10	10	120	24	12	12	12	12	((100+20*ulvl)*(100+(((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst4))+skill('sk692'.pst2))))/100-100									
sk77	77		sd77			30																2		st56	(200*(100+stat('is409'.accr)))/100	6																																																				so2464	so0			so0	so0	so0		so0		so0				18	30																	1			none												SC	SC	xx					4												1						so0			1	99																							0	1																									24	Distance to run	2	Distance per level					1								8																																			12		
sk78	78		sd636			22												ml2141	ml2141	ml2141																																																										so0	so0			so0	so0	so0		so0		so0					25					ml2141												1	2		none												SC	SC	xx																	1						so0			1	99																					108	-4	0	1																	12	number of missiles	4	additional missiles per level													1								8																																					
sk79	79																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											0																			max resist penalty		max resist penalty per level																																																										
sk80	80		sd80		15	31																					is31	(lvl+skill('sk0'.lvl))*par5																					is7	(skill('sk0'.lvl)*skill('sk0'.par1))*256											ms364	pt5	(lvl<4)?lvl:(2+lvl/3)	S1	sk278	skill('sk0'.lvl)+((lvl<4)?0:((lvl-2)/2))											1	so2470	so0			so0	so0	so0		so0		so0				20	31					ml115												1			none												SC	SC	xx								1		2	1						1						so2470			12	20					sk70														2	6	64	2	30,5	1										(lvl<4)?0:(par2*(lvl-3))	hp % adjustment								7	hp%/lvl					10	ac/lvl							1								8																																			12	512	8000
sk81	81																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											0												# missiles							range		range per level																																																										
sk82	82					30																3		st78	(125*(100+stat('is409'.accr)))/100	2	is34	50000	is39	-50	is43	-50	is41	-50	is45	-50	is37	-50																																								so2464	so0			so0	so0	so0		so0		so0				18	30																	1	10		none												SC	SC	S2					4												1						so0			1	99																							0	1																																	1								8																																			1		
sk83	83		sd649			119																					is39	min(dm12,75)+min(stat('is487'.accr),75)	is43	min(dm12,75)+min(stat('is487'.accr),75)	is41	min(dm12,75)+min(stat('is487'.accr),75)	is45	min(dm12,75)+min(stat('is487'.accr),75)	is25	(stat('is470'.accr)*(100-stat('is379'.accr)))/100													is7	((ln34*256)*(100+ulvl/2))/100	is119	(((lvl-1)*50)*(100+stat('is500'.accr)))/100	is111	min(edmx,2000)							ms1690	pt60	(stat('is250'.accr)>0)?(min(lvl+1,10)+stat('is441'.accr)):(1+stat('is441'.accr))	NU	sk149	stat('is451'.accr)												so2367	so0			so0	so0	so0		so0		so0	ol194																					1			none												SC	SC	xx				1	4												1						so0			65526	99								1					1							7	24	6	99	1	1									(stat('is444'.accr)*(100-stat('is379'.accr)))/100	hp%	ulvl	pet lvl					resist all min	200	resist all max	99	hit points	50	hit points per level									1								8																						9	10	10	10	10	10										
sk84	84					25																	st180		40		is338	100	is339	100	is340	100	is181	3																																												so0	so0			so0	so0	so0		so0		so0																						1	4		none												SC	SC	xx												1	1				1			1			so0			65526	99								1															0	1																																	1								8																																					
sk85	85																																																																													so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1													1						so0			1	99								1															0	1						1																											1								4															fire	500						500						((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk86	86																																																																													so0	so0			so0	so0	so0		so0		so0																						1			none												SC	SC	xx				1													1						so0			1	99								1															0	1						1																											1																							pois	3000						3000						((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	250				stat('is431'.accr)				
sk87	87		sd87			30																3		st60	50	4	is67	-50	is25	-50	is36	-25	is68	-50																																												so2464	so0			so0	so0	so0		so0		so0				18	30					ml189		ml147										1	9		none												SC	SC	S2					4												1						so2464			24	20					sk77														2	7	44		22	1																	6	radius		radius per level	100	duration	15	additional duration/level	-50	% slowed, -dam, -dam resist							1								8																																			24	768	32000
sk88	88		sd88		19	62																																																							ms344	pt0		NU														so2447	so0			so0	so0	so0		so0		so0				22																		1	10		none												SC	SC	xx					4			1									1				1		so2447			24	20																			1	7	54	-2	-2											par1*(lvl-1)+(skill('sk0'.blvl)+skill('sk0'.blvl))*par8	hp % adjustment						25	% additional HP per level	600	MAX duration											8	life synergy	1								8																																				768	32000
sk89	89		sd264			8									ml2331			ml2147								par2																																																				so0	so0			so0	so0	so0		so0		so0					17				ml2331	ml2147	ml2147											1			rng		tkni	ajav									TH	TH	xx				1													1						so0		(ulvl-18<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	18	99					sk343								1							7	24	3	55,5	1										1	number of bolts												1	synergy									1								8	64														mag	75	6	6	6	6	6	75	6	6	6	6	6	min(stat('is2'.accr)*2,25000)-100									
sk90	90																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																											0																																																																															
sk91	91		sd91			30																3		st61	200	4	is39	-1*min(10*lvl,50)	is41	-1*min(10*lvl,50)	is43	-1*min(10*lvl,50)	is45	-1*min(10*lvl,50)																																												so2464	so0			so0	so0	so0		so0		so0				18	30																	1	8		none												SC	SC	S2					4												1						so0			1	99						sk87																	0	1																	7	radius	1	radius per level	500	duration	50	additional duration/level	25	min % resist lower	70	max % resist lower					1								8																																			30		
sk92	92														ml2196																																																															so4777	so0			so0	so0	so0		so0		so0																						1	6		none												SC	SC	xx																	1						so4777			1	99													1						2	7	80		40	1																																	1	100							8	128														pois	20000						20000							100						6		
sk93	93					8												ml2786																																																												so0	so0			so0	so0	so0		so0		so0					17					ml2786	ml2786											1	1		none												SC	SC	xx																	1						so0			1	99																							0	1										1		0																					1								4																																					
sk94	94					65																73729	st252	st252		120	is250	5																																																		so0	so0			so0	so0	so0		so0		so0																					1	1	8		none														xx																							so0			1	99								1															0	1	1	1		50																													1								8																																			1		
sk95	95		sd95		21	58																					is25	skill('sk0'.lvl)*skill('sk0'.par4)																					is67	par5												pt6	lvl	NU													1	so2475	so0			so0	so0	so0		so2476		so0				24						ml269	ml268	ml270										1	6		none												SC	SC	xx					4			1		3	1												so2475			30	20					sk80														2	7	180		90	1										par1+skill('sk0'.lvl)*skill('sk0'.par3)	hp % adjustment	ln34	duration				200	additional hp percent			4500	Duration		additional duration/level	50	Velocity bonus for revived							1								8																																			30	896	64000
sk96	96		sd650			68												ml1210					st196	st196	(ln78*(100+stat('is409'.accr)))/100		is25	(((220*lvl)*(par2-par1))/(100*(lvl+50))+par1)+stat('is380'.accr)	is329	(((220*lvl)*(par4-par3))/(100*(lvl+50))+par3)+stat('is381'.accr)	is330	(((220*lvl)*(par4-par3))/(100*(lvl+50))+par3)+stat('is381'.accr)	is331	(((220*lvl)*(par4-par3))/(100*(lvl+50))+par3)+stat('is381'.accr)	is332	(((220*lvl)*(par4-par3))/(100*(lvl+50))+par3)+stat('is381'.accr)	is377	((220*lvl)*(par4-par3))/(100*(lvl+50))+par3																																								so0	so2247			so0	so0	so0		so0		so0	ol297				25					ml1210												1	9		none												SC	SC	xx																	1						so0	ol297		6	99								1					1										0	1																	2	dmg % bonus min	323	dmg % bonus max	7	dmg % elem bonus min	90	dmg % elem bonus max			10	damage synergy	1500	duration	50	duration per level	1								8																																					
