Id	Height	OverlayHeight	pixHeight	SizeX	SizeY	spawnCol	MeleeRng	BaseW	HitClass	HDv	TRv	LGv	Rav	Lav	RHv	LHv	SHv	S1v	S2v	S3v	S4v	S5v	S6v	S7v	S8v	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	mDT	mNU	mWL	mGH	mA1	mA2	mBL	mSC	mS1	mS2	mS3	mS4	mDD	mKB	mSQ	mRN	dDT	dNU	dWL	dGH	dA1	dA2	dBL	dSC	dS1	dS2	dS3	dS4	dDD	dKB	dSQ	dRN	A1mv	A2mv	SCmv	S1mv	S2mv	S3mv	S4mv	noGfxHitTest	htTop	htLeft	htWidth	htHeight	restore	automapCel	noMap	noOvly	isSel	alSel	noSel	shiftSel	corpseSel	isAtt	revive	critter	small	large	soft	inert	objCol	deadCol	unflatDead	Shadow	noUniqueShift	compositeDeath	localBlood	Bleed	Light	light-r	light-g	light-b	Heart	BodyPart	InfernoLen	InfernoAnim	InfernoRollback	ResurrectMode	ResurrectSkill	EOL
ms84	3	2	96	2	2			hth 	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		whp	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255	xxx 	xxx 	1			NU		0
ms85	3	2	96	2	2			hth 	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		whp	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255	xxx 	xxx 	1			NU		0
ms86	3	2	96	2	2			hth 	3	"lit,bab,fan,pha,pon"	"lit,med,hvy"		"lit,med,hvy"	"lit,med,hvy"		whp	buc	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255	xxx 	xxx 	1			NU		0
ms87	2	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255	xxx 	xxx 	1			NU		0
ms88	2	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255	xxx 	xxx 	1			NU		0
ms89	2	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255	xxx 	xxx 	1			NU		0
ms90	2	2	96	2	2			hth 	3		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1							1						255	255	255	xxx 	xxx 	1			NU		0
ms91	3	2	80	3	3			hth 	3	"lit,med"	lit		"lit,med,hvy"													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1			255	255	255	xxx 	xxx 	1			NU		0
ms92	3	2	80	3	3			hth 	3	"lit,med"	lit		"lit,med,hvy"													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1			255	255	255	xxx 	xxx 	1			NU		0
ms93	3	2	80	3	3			hth 	3	"lit,med"	lit		"lit,med,hvy"													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1			255	255	255	xxx 	xxx 	1			NU		0
ms94	3	2	80	3	3			hth 	3	"lit,med"	lit		"lit,med,hvy"													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1			255	255	255	xxx 	xxx 	1			NU		0
ms95	3	2	80	3	3			hth 	3	"lit,med"	lit		"lit,med,hvy"													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1			255	255	255	xxx 	xxx 	1			NU		0
ms96	3	2	96	2	2			hth 	12		lit																1							1								2	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			S1		0
ms97	3	2	96	2	2			hth 	12		lit																1							1								2	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			S1		0
ms98	3	2	96	2	2			hth 	12		lit																1							1								2	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			S1		0
ms99	3	2	96	2	2			hth 	12		lit																1							1								2	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			S1		0
ms100	3	2	96	2	2			hth 	12		lit																1							1								2	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			S1		0
ms101	3	3	112	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1							xxx 	xxx 	1			NU		0
ms102	3	3	112	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255	xxx 	xxx 	1			NU		0
ms103	3	3	112	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255	xxx 	xxx 	1			NU		0
ms104	3	3	112	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255	xxx 	xxx 	1			NU		0
ms105	3	3	112	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1		1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1				255	255	255	xxx 	xxx 	1			NU		0
ms106	3	2	96	2	2			hth 	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1															1				1		255	255	255	xxx 	xxx 	1			NU		0
ms107	3	2	96	2	2			hth 	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1															1				1		255	255	255	xxx 	xxx 	1			NU		0
ms108	3	2	96	2	2			hth 	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1															1				1		255	255	255	xxx 	xxx 	1			NU		0
ms109	3	2	96	2	2			hth 	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1															1				1		255	255	255	xxx 	xxx 	1			NU		0
ms110	2	1	96	2	2			hth 	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1				1					1				1		255	255	255	xxx 	xxx 	1			NU		0
ms111	2	1	96	2	2			hth 	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1				1					1				1		255	255	255	xxx 	xxx 	1			NU		0
ms112	2	1	96	2	2			hth 	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1				1					1				1		255	255	255	xxx 	xxx 	1			NU		0
ms113	2	1	96	2	2			hth 	3		lit																1															1	1	1	1	1	1				1	1			1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1	1								1				1				1	1	1				1					1				1		255	255	255	xxx 	xxx 	1			NU		0
ms114	2	3	96	2	2			hth 	3		lit							lit		lit							1							1		1						3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255	xxx 	xxx 	1			NU		0
ms115	2	3	96	2	2			hth 	3		lit							lit		lit							1							1		1						3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255	xxx 	xxx 	1			NU		0
ms116	2	3	96	2	2			hth 	3		lit							lit		lit							1							1		1						3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255	xxx 	xxx 	1			NU		0
ms117	2	3	96	2	2			hth 	3		lit							lit		lit							1							1		1						3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1		255	255	255	xxx 	xxx 	1			NU		0
ms118	2	3	96	2	2			hth 	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1														6	255	255	255	xxx 	xxx 	1			NU		0
ms119	2	3	96	2	2			hth 	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1														6	255	255	255	xxx 	xxx 	1			NU		0
ms120	2	3	96	2	2			hth 	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1														6	255	255	255	xxx 	xxx 	1			NU		0
ms121	2	3	96	2	2			hth 	3		lit																1															1	1	1	1	1	1			1	1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1														6	255	255	255	xxx 	xxx 	1			NU		0
ms122	1	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			NU		0
ms123	1	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			NU		0
ms124	1	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			NU		0
ms125	1	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			NU		0
ms126	1	2	96	3	3			hth 	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1						255	255	255	xxx 	xxx 	1			NU		0
ms127	3	3	96	3	3			hth 	3	"lit,th2,th3,th4,th5"	lit		lit	lit				lit								1	1		1	1				1								5	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1						255	255	255	xxx 	xxx 	1			NU		0
ms128	3	3	96	3	3			hth 	3	"lit,th2,th3,th4,th5"	lit		lit	lit				lit								1	1		1	1				1								5	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1						255	255	255	xxx 	xxx 	1			NU		0
ms129	3	3	96	3	3			hth 	3	"lit,th2,th3,th4,th5"	lit		lit	lit				lit								1	1		1	1				1								5	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1						255	255	255	xxx 	xxx 	1			NU		0
ms130	3	3	96	3	3			hth 	3	"lit,th2,th3,th4,th5"	lit		lit	lit				lit								1	1		1	1				1								5	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1						1						255	255	255	xxx 	xxx 	1			NU		0
ms131	3	2	96	2	2			hth 	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	255	138		xxx 	xxx 	1			NU		0
ms132	3	2	96	2	2			hth 	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	255	138		xxx 	xxx 	1			NU		0
ms133	3	2	96	2	2			hth 	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	255	138		xxx 	xxx 	1			NU		0
ms134	3	2	96	2	2			hth 	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	5	255			xxx 	xxx 	1			NU		0
ms135	3	2	96	2	2			hth 	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	255	138		xxx 	xxx 	1			NU		0
ms136	2	3	96	2	2			hth 	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255	xxx 	xxx 	1			NU		0
ms137	2	3	96	2	2			hth 	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255	xxx 	xxx 	1			NU		0
ms138	2	3	96	2	2			hth 	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255	xxx 	xxx 	1			NU		0
ms139	2	3	96	2	2			hth 	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255	xxx 	xxx 	1			NU		0
ms140	2	3	96	2	2			hth 	3		lit														lit		1														1	2	1	1	1	1	1	1				1	1	1	1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255	xxx 	xxx 	1			NU		0
ms141	1	1	48	2	2			1hs 	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		255	255	255	xxx 	xxx 	1			xx	sk158	0
ms142	1	1	48	2	2			1hs 	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		255	255	255	xxx 	xxx 	1			xx	sk158	0
ms143	1	1	48	2	2			1hs 	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		255	255	255	xxx 	xxx 	1			xx	sk158	0
ms144	1	1	48	2	2			1hs 	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		255	255	255	xxx 	xxx 	1			xx	sk158	0
ms145	1	1	48	2	2			1hs 	3		lit				"fbl,fsp"												1				1											2	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1				1		255	255	255	xxx 	xxx 	1			xx	sk158	0
ms146		2	80	2	2			hth 	3		lit																1															1	1	1	1										1				1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1	1									1	1				1	1					255	255	255	xxx 	xxx 	1			NU		0
ms147		2	80	2	2			hth 	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255	xxx 	xxx 	1			NU		0
ms148		2	80	2	2			hth 	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255	xxx 	xxx 	1			NU		0
ms149		1	96					hth 	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1					1			1					1						255	255	255	xxx 	xxx 	1			NU		0
ms150		2	80	2	2			hth 	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255	xxx 	xxx 	1			NU		0
ms151		1	96					hth 	3		lit																1															1	1	1	1										1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1		1				1					1			1					1						255	255	255	xxx 	xxx 	1			NU		0
ms152	3	2	96	2	2			hth 	3	lit	lit	lit	lit	lit		"sbw,lbw"		"lit,med"	"lit,med"							1	1	1	1	1		1		1	1							8	1	1	1	1	1								1			1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1														1	1				1	1	1				255	255	255	xxx 	xxx 	1			NU		0
ms153			96			1		hth 	3		lit																1															1		1			1												1	1	8	8	1	8	8	8	1	8	8	8	1	8	8	8													1																				1					255	255	255	xxx 	xxx 	1			NU		0
ms154		2	80	2	2			hth 	3		lit																1							1								1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255	xxx 	xxx 	1			NU		0
ms155		2	80	2	2			hth 	3		lit																1							1								1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255	xxx 	xxx 	1			NU		0
ms156	3	4	96	3	3			hth 	3		lit							lit	lit								1							1	1							1	1	1	1	1	1			1					1		1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1				1	1					1	1			2	4	174		255	xxx 	xxx 	1			NU		0
ms157			96					hth 	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1								1					1						255	255	255	xxx 	xxx 	1			NU		0
ms158			96					hth 	3		lit																1															1																	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1								1					1						255	255	255	xxx 	xxx 	1			NU		0
ms159			96					hth 	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8				1									1		1				1								1					1						255	255	255	xxx 	xxx 	1			NU		0
ms160	3	2	96	2	2			bow 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	lit	"lbb,lbw,sbb,sbw"		"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms161	3	2	96	2	2			bow 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	lit	"lbb,lbw,sbb,sbw"		"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms162	3	2	96	2	2			bow 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	lit	"lbb,lbw,sbb,sbw"		"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms163	3	2	96	2	2			bow 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	lit	"lbb,lbw,sbb,sbw"		"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms164	3	2	96	2	2			bow 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	lit	"lbb,lbw,sbb,sbw"		"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1	1		1	1	1						9	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms165	3	2	96	2	2		2	2ht 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"pik,spr,tri"			"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1			1	1	1						8	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms166	3	2	96	2	2		2	2ht 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"pik,spr,tri"			"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1			1	1	1						8	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms167	3	2	96	2	2		2	2ht 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"pik,spr,tri"			"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1			1	1	1						8	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms168	3	2	96	2	2		2	2ht 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"pik,spr,tri"			"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1			1	1	1						8	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms169	3	2	96	2	2		2	2ht 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"pik,spr,tri"			"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"						1	1	1	1	1	1			1	1	1						8	1	1	1	1	1								1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1		1		255	255	255	xxx 	xxx 	1			NU		0
ms170	3	2	96	2	2			bow 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255	xxx 	xxx 	1			NU		0
ms171	3	2	96	2	2			bow 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255	xxx 	xxx 	1			NU		0
ms172	3	2	96	2	2			bow 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255	xxx 	xxx 	1			NU		0
ms173	3	2	96	2	2			bow 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255	xxx 	xxx 	1			NU		0
ms174	3	2	96	2	2			bow 	3	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"	"lit,med,hvy"		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255	xxx 	xxx 	1			NU		0
ms175		2	80	2	2			hth 	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255	xxx 	xxx 	1			NU		0
ms176		2	80	2	2			hth 	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255	xxx 	xxx 	1			NU		0
ms177		2	80	2	2			hth 	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255	xxx 	xxx 	1			NU		0
ms178		2	80	2	2			hth 	3		lit																1															1		1	1						1								8	8	8	8	8	8	8	8	1	8	8	8	8	8	8	8													1				1										1	1				1	1					255	255	255	xxx 	xxx 	1			NU		0
ms179		2	96	3	3			hth 	3		lit																1															1		1	1														8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1						1								1					1						255	255	255	xxx 	xxx 	1			NU		0
ms180	1	1	32	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1						255	255	255	xxx 	xxx 	1			NU		0
ms181	1	1	32	2	2			hth 	3		lit							lit									1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1		1		1					1						255	255	255	xxx 	xxx 	1			NU		0
