LevelName	TileName	Style	StartSequence	EndSequence	Cel1	Cel2	Cel3	Cel4
3 Kurast	fl	47	20	20	645	-1	-1	-1
3 Kurast	fl	47	56	56	645	-1	-1	-1
3 Kurast	fl	47	5	5	644	-1	-1	-1
3 Kurast	fl	47	21	21	644	-1	-1	-1
3 Kurast	fl	47	57	57	644	-1	-1	-1
3 Sewer	wre	2			291	-1	-1	-1
3 Sewer	wre	2	1	1	265	-1	-1	-1
3 Sewer	wle	2			393	-1	-1	-1
3 Sewer	wle	2	1	1	394	-1	-1	-1
3 Sewer	wre	3			291	-1	-1	-1
3 Sewer	wre	3	1	1	265	-1	-1	-1
3 Sewer	wle	3			393	-1	-1	-1
3 Sewer	wle	3	1	1	394	-1	-1	-1
3 Sewer	wr	45	-1	-1	283	-1	-1	-1
3 Sewer	wl	45	-1	-1	284	-1	-1	-1
3 Sewer	wtlr	45	-1	-1	287	-1	-1	-1
3 Sewer	wtll	45	-1	-1	287	-1	-1	-1
3 Sewer	wbr	45	-1	-1	288	-1	-1	-1
3 Sewer	wtr	45	-1	-1	286	-1	-1	-1
3 Sewer	wbl	45	-1	-1	285	-1	-1	-1
3 Sewer	wre	1			291	-1	-1	-1
3 Sewer	wre	1	1	1	265	-1	-1	-1
3 Sewer	wle				393	-1	-1	-1
3 Sewer	wle		1	1	394	-1	-1	-1
3 Sewer	fl	45	1	1	290	-1	-1	-1
3 Sewer	fl	45	3	3	290	-1	-1	-1
3 Sewer	fl	45	-1	-1	289	-1	-1	-1
3 Dungeon	wtr				679	-1	-1	-1
3 Dungeon	wbl				678	-1	-1	-1
3 Dungeon	wr			17	80	-1	-1	-1
3 Dungeon	wl			17	81	-1	-1	-1
3 Dungeon	wr		20	-1	80	-1	-1	-1
3 Dungeon	wl		20	-1	81	-1	-1	-1
3 Dungeon	wtlr		-1	-1	84	-1	-1	-1
3 Dungeon	wtll		-1	-1	84	-1	-1	-1
3 Dungeon	wbr		-1	-1	85	-1	-1	-1
3 Dungeon	wtr		-1	-1	83	-1	-1	-1
3 Dungeon	wbl		-1	-1	82	-1	-1	-1
3 Dungeon	co		-1	-1	90	-1	-1	-1
3 Dungeon	wr		18	18	26	-1	-1	-1
3 Dungeon	wr		19	19	27	-1	-1	-1
3 Dungeon	wl		18	18	29	-1	-1	-1
3 Dungeon	wl		19	19	28	-1	-1	-1
3 Dungeon	wr	1			26	-1	-1	-1
3 Dungeon	wr	1	1	1	27	-1	-1	-1
3 Dungeon	wl	1			29	-1	-1	-1
3 Dungeon	wl	1	1	1	28	-1	-1	-1
3 Dungeon	wr	1	3	3	295	-1	-1	-1
3 Dungeon	wl	1	3	3	296	-1	-1	-1
3 Dungeon	wr	1	-1	-1	80	-1	-1	-1
3 Dungeon	wl	1	-1	-1	81	-1	-1	-1
3 Dungeon	wtlr	1	1	1	299	-1	-1	-1
3 Dungeon	wtll	1			298	-1	-1	-1
3 Dungeon	wtlr	1	4	4	299	-1	-1	-1
3 Dungeon	wtll	1	2	2	298	-1	-1	-1
3 Dungeon	wbr	1	-1	-1	85	-1	-1	-1
3 Dungeon	wtr	1	-1	-1	83	-1	-1	-1
3 Dungeon	wbl	1	-1	-1	82	-1	-1	-1
3 Dungeon	wre	1			30	-1	-1	-1
3 Dungeon	wre	1	1	1	31	-1	-1	-1
3 Dungeon	fl	1			41	-1	-1	-1
3 Dungeon	fl	1	1	1	42	-1	-1	-1
3 Dungeon	fl	1	2	2	40	-1	-1	-1
3 Dungeon	fl	1	3	3	43	-1	-1	-1
3 Dungeon	fl	2			680	-1	-1	-1
3 Dungeon	fl	2	1	2	681	-1	-1	-1
3 Dungeon	fl	2	3	3	682	-1	-1	-1
3 Dungeon	fl	2	4	5	683	-1	-1	-1
3 Dungeon	fl	2	6	7	684	-1	-1	-1
3 Dungeon	fl	2	8	8	685	-1	-1	-1
3 Dungeon	fl	2	9	10	686	-1	-1	-1
3 Dungeon	fl	2	11	11	687	-1	-1	-1
3 Dungeon	fl	2	12	12	688	-1	-1	-1
3 Dungeon	fl	2	13	13	689	-1	-1	-1
3 Dungeon	fl	2	14	14	690	-1	-1	-1
3 Dungeon	fl	2	15	15	691	-1	-1	-1
3 Dungeon	fl	2	16	16	692	-1	-1	-1
3 Dungeon	wre	2			44	-1	-1	-1
3 Dungeon	wre	2	1	1	45	-1	-1	-1
3 Dungeon	wle	2			72	-1	-1	-1
3 Dungeon	wle	2	1	1	99	-1	-1	-1
3 Dungeon	wr	2	-1	-1	80	-1	-1	-1
3 Dungeon	wl	2	-1	-1	81	-1	-1	-1
3 Dungeon	wtlr	2	-1	-1	84	-1	-1	-1
3 Dungeon	wtll	2	-1	-1	84	-1	-1	-1
3 Dungeon	wbr	2	-1	-1	85	-1	-1	-1
3 Dungeon	wtr	2	-1	-1	83	-1	-1	-1
3 Dungeon	wbl	2	-1	-1	82	-1	-1	-1
4 Town	fl	12	32	32	1080	-1	-1	-1
4 Town	fl	12	33	33	1081	-1	-1	-1
4 Town	fl	12	34	34	1082	-1	-1	-1
4 Town	fl	12	35	35	1083	-1	-1	-1
4 Town	fl	12	4	4	1084	-1	-1	-1
4 Town	fl	12	5	5	1085	-1	-1	-1
4 Town	fl	12	6	6	1086	-1	-1	-1
4 Town	fl	12	7	7	1087	-1	-1	-1
4 Town	fl	12	9	9	1088	-1	-1	-1
4 Town	fl	12	10	10	1089	-1	-1	-1
4 Town	fl	12	11	11	1090	-1	-1	-1
4 Town	fl	12	13	13	1091	-1	-1	-1
4 Town	fl	12	12	12	1092	-1	-1	-1
4 Town	fl	12	14	14	1093	-1	-1	-1
4 Town	fl	12	15	15	1094	-1	-1	-1
4 Town	fl	12	16	16	1156	-1	-1	-1
4 Town	fl	12	18	18	1095	-1	-1	-1
4 Town	fl	12	36	36	1096	-1	-1	-1
4 Town	fl	12	37	37	1097	-1	-1	-1
4 Mesa	fl	26	43	43	307	-1	-1	-1
4 Mesa	fl	18	24	24	307	-1	-1	-1
4 Mesa	fl	11			460	-1	-1	-1
4 Mesa	fl	11	1	1	461	-1	-1	-1
4 Mesa	fl	11	2	2	462	-1	-1	-1
4 Mesa	fl	11	3	3	463	-1	-1	-1
4 Mesa	fl	11	4	4	464	-1	-1	-1
4 Mesa	fl	11	5	5	465	-1	-1	-1
4 Mesa	fl	11	6	6	466	-1	-1	-1
4 Mesa	fl	11	7	8	467	-1	-1	-1
4 Mesa	fl	11	9	9	468	-1	-1	-1
4 Mesa	fl	11	10	10	469	-1	-1	-1
4 Mesa	fl	11	11	11	470	-1	-1	-1
4 Mesa	fl	11	12	12	471	-1	-1	-1
4 Mesa	fl	11	14	14	1161	-1	-1	-1
4 Mesa	fl	11	15	15	1162	-1	-1	-1
4 Mesa	fl	11	16	16	1163	-1	-1	-1
4 Mesa	fl	11	17	17	1164	-1	-1	-1
4 Mesa	fl	11	19	19	1166	-1	-1	-1
4 Mesa	fl	11	20	20	1167	-1	-1	-1
4 Mesa	fl	11	21	21	1168	-1	-1	-1
4 Mesa	fl	11	22	22	1169	-1	-1	-1
4 Mesa	fl	11	23	23	1170	-1	-1	-1
4 Mesa	fl	11	24	24	1171	-1	-1	-1
4 Mesa	fl	11	25	25	1172	-1	-1	-1
4 Mesa	fl	11	26	26	1173	-1	-1	-1
4 Mesa	fl	11	27	27	1174	-1	-1	-1
4 Mesa	fl	11	28	28	1175	-1	-1	-1
4 Mesa	fl	12	32	32	1080	-1	-1	-1
4 Mesa	fl	12	33	33	1081	-1	-1	-1
4 Mesa	fl	12	34	34	1082	-1	-1	-1
4 Mesa	fl	12	35	35	1083	-1	-1	-1
4 Mesa	fl	12	4	4	1084	-1	-1	-1
4 Mesa	fl	12	5	5	1085	-1	-1	-1
4 Mesa	fl	12	6	6	1086	-1	-1	-1
4 Mesa	fl	12	7	7	1087	-1	-1	-1
4 Mesa	fl	12	9	9	1088	-1	-1	-1
4 Mesa	fl	12	10	10	1089	-1	-1	-1
4 Mesa	fl	12	11	11	1090	-1	-1	-1
4 Mesa	fl	12	13	13	1091	-1	-1	-1
4 Mesa	fl	12	12	12	1092	-1	-1	-1
4 Mesa	fl	12	14	14	1093	-1	-1	-1
4 Mesa	fl	12	15	15	1094	-1	-1	-1
4 Mesa	fl	12	16	16	1156	-1	-1	-1
4 Mesa	fl	12	18	18	1095	-1	-1	-1
4 Mesa	fl	12	36	36	1096	-1	-1	-1
4 Mesa	fl	12	37	37	1097	-1	-1	-1
4 Mesa	fl	13	29	29	1060	-1	-1	-1
4 Mesa	fl	13	24	24	1061	-1	-1	-1
4 Mesa	fl	13	31	31	1062	-1	-1	-1
4 Mesa	fl	12	22	22	1063	-1	-1	-1
4 Mesa	fl	12	17	17	1064	-1	-1	-1
4 Mesa	fl	13	30	30	1065	-1	-1	-1
4 Mesa	fl	13	32	32	1066	-1	-1	-1
4 Mesa	fl	13	20	20	1067	-1	-1	-1
4 Mesa	fl	14	32	32	1068	-1	-1	-1
4 Mesa	fl	14	31	31	1069	-1	-1	-1
4 Mesa	fl	12	24	24	1070	-1	-1	-1
4 Mesa	fl	12	20	20	1071	-1	-1	-1
4 Mesa	fl	14	30	30	1072	-1	-1	-1
4 Mesa	fl	14	17	17	1073	-1	-1	-1
4 Mesa	fl	14	29	29	1074	-1	-1	-1
4 Mesa	fl	14	22	22	1075	-1	-1	-1
4 Mesa	fl	15	17	17	1098	-1	-1	-1
4 Mesa	fl	15	18	18	1099	-1	-1	-1
4 Mesa	fl	15	19	19	1100	-1	-1	-1
4 Mesa	fl	15	20	20	1101	-1	-1	-1
4 Mesa	fl	15	21	21	1102	-1	-1	-1
4 Mesa	fl	15	22	22	1103	-1	-1	-1
4 Mesa	fl	15	23	23	1104	-1	-1	-1
4 Mesa	fl	15	24	24	1105	-1	-1	-1
4 Mesa	fl	15	26	26	1028	-1	-1	-1
4 Mesa	fl	15	29	29	1108	-1	-1	-1
4 Mesa	fl	15	30	30	1109	-1	-1	-1
4 Mesa	fl	15	31	31	1110	-1	-1	-1
4 Mesa	fl	15	32	32	1111	-1	-1	-1
4 Mesa	fl	15	39	39	1112	-1	-1	-1
4 Mesa	fl	15	40	40	1113	-1	-1	-1
4 Mesa	wtll	11	6	6	1244	-1	-1	-1
4 Mesa	co	11	6	6	1245	-1	-1	-1
4 Mesa	wtr	11	7	7	1246	-1	-1	-1
4 Mesa	wbl	11	6	6	1247	-1	-1	-1
4 Mesa	wbr	11	6	6	1248	-1	-1	-1
4 Mesa	wbr	11	7	7	1249	-1	-1	-1
4 Mesa	wtr	11	9	9	1250	-1	-1	-1
4 Mesa	wbl	11	7	7	1251	-1	-1	-1
4 Mesa	wbr	11	8	8	1252	-1	-1	-1
4 Mesa	wbl	11	8	8	1253	-1	-1	-1
4 Mesa	wtr	11	8	8	1254	-1	-1	-1
4 Mesa	wr	12			1200	-1	-1	-1
4 Mesa	wl	12			1201	-1	-1	-1
4 Mesa	wtr	12			1202	-1	-1	-1
4 Mesa	wbl	12			1203	-1	-1	-1
4 Mesa	wtr	12	1	1	1204	-1	-1	-1
4 Mesa	wbl	12	1	1	1205	-1	-1	-1
4 Mesa	wl	12	1	2	1206	-1	-1	-1
4 Mesa	wr	12	1	2	1207	-1	-1	-1
4 Mesa	wtll	12			1208	-1	-1	-1
4 Mesa	wtlr	12			1209	-1	-1	-1
4 Mesa	co	13			1210	-1	-1	-1
4 Mesa	wbl	13			1211	-1	-1	-1
4 Mesa	wr	13			1212	-1	-1	-1
4 Mesa	wl	13			1213	-1	-1	-1
4 Mesa	wtr	13			1214	-1	-1	-1
4 Mesa	wbl	13	1	1	1215	-1	-1	-1
4 Mesa	wr	13	1	1	1216	-1	-1	-1
4 Mesa	wr	13	2	2	1217	-1	-1	-1
4 Mesa	wbr	13	1	1	1218	-1	-1	-1
4 Mesa	wtr	13	2	2	1219	-1	-1	-1
4 Mesa	wl	13	1	1	1220	-1	-1	-1
4 Mesa	wl	13	2	2	1221	-1	-1	-1
4 Mesa	wtr	13	1	1	1222	-1	-1	-1
4 Mesa	wbr	13	3	3	1223	-1	-1	-1
4 Mesa	wbr	13	4	4	1224	-1	-1	-1
4 Mesa	wl	13	3	3	1225	-1	-1	-1
4 Mesa	wtll	13		1	1226	-1	-1	-1
4 Mesa	wr	13	3	3	1227	-1	-1	-1
4 Mesa	wl	14	1	1	1228	-1	-1	-1
4 Mesa	wtll	14	1	1	1229	-1	-1	-1
4 Mesa	wtlr	14	1	1	1230	-1	-1	-1
4 Mesa	wtll	14	2	2	1231	-1	-1	-1
4 Mesa	wtlr	14	2	2	1232	-1	-1	-1
4 Mesa	wr	14	1	1	1233	-1	-1	-1
4 Mesa	wtr	14	3	4	1234	-1	-1	-1
4 Mesa	wtr	14	3	4	1235	-1	-1	-1
4 Mesa	wr	14	6	6	1236	-1	-1	-1
4 Mesa	wl	14	5	5	1237	-1	-1	-1
4 Mesa	wtr	14	6	6	1238	-1	-1	-1
4 Mesa	wbl	14	6	6	1239	-1	-1	-1
4 Mesa	wl	14	8	9	1240	-1	-1	-1
4 Mesa	wr	14	8	9	1242	-1	-1	-1
4 Mesa	wtll	14	9	9	1242	-1	-1	-1
4 Mesa	wtlr	14	9	9	1243	-1	-1	-1
4 Mesa	fl	18	20	20	1077	-1	-1	-1
4 Mesa	fl	18	18	18	1078	-1	-1	-1
4 Mesa	fl	18	16	16	1079	-1	-1	-1
4 Lava	fl	26	43	43	307	-1	-1	-1
4 Lava	wr	13	-1	-1	20	-1	-1	-1
4 Lava	wl	13	-1	-1	21	-1	-1	-1
4 Lava	wtll	13	-1	-1	24	-1	-1	-1
4 Lava	wtlr	13	-1	-1	24	-1	-1	-1
4 Lava	wbr	13	-1	-1	25	-1	-1	-1
4 Lava	wtr	13	-1	-1	23	-1	-1	-1
4 Lava	co	13	-1	-1	25	-1	-1	-1
4 Lava	wbl	13	-1	-1	22	-1	-1	-1
4 Lava	fl	22	16	16	800	-1	-1	-1
4 Lava	fl	22	17	17	801	-1	-1	-1
4 Lava	fl	22	18	18	802	-1	-1	-1
4 Lava	fl	22	19	19	803	-1	-1	-1
4 Lava	fl	22	20	20	804	-1	-1	-1
4 Lava	fl	22	21	21	805	-1	-1	-1
4 Lava	fl	22	24	24	806	-1	-1	-1
4 Lava	fl	22	26	26	807	-1	-1	-1
4 Lava	fl	22	27	27	808	-1	-1	-1
4 Lava	fl	22	28	28	809	-1	-1	-1
4 Lava	fl	22	29	29	810	-1	-1	-1
4 Lava	fl	22	30	30	811	-1	-1	-1
4 Lava	fl	22	31	31	812	-1	-1	-1
4 Lava	fl	22	32	32	813	-1	-1	-1
4 Lava	fl	22	33	33	814	-1	-1	-1
4 Lava	fl	22	34	34	815	-1	-1	-1
4 Lava	fl	22	35	35	816	-1	-1	-1
4 Lava	fl	22	36	36	817	-1	-1	-1
4 Lava	fl	22	37	37	818	-1	-1	-1
4 Lava	fl	22	38	38	819	-1	-1	-1
4 Lava	fl	22	39	39	820	-1	-1	-1
4 Lava	fl	22	40	40	821	-1	-1	-1
4 Lava	fl	22	42	42	822	-1	-1	-1
4 Lava	fl	22	45	45	823	-1	-1	-1
4 Lava	fl	22	46	46	824	-1	-1	-1
4 Lava	fl	22	47	47	825	-1	-1	-1
4 Lava	fl	22	48	48	826	-1	-1	-1
4 Lava	fl	22	49	49	827	-1	-1	-1
4 Lava	fl	22	50	50	828	-1	-1	-1
4 Lava	fl	22	51	51	829	-1	-1	-1
4 Lava	fl	22	52	52	830	-1	-1	-1
4 Lava	fl	22	53	53	831	-1	-1	-1
4 Lava	fl	22	54	54	832	-1	-1	-1
4 Lava	fl	22	55	55	833	-1	-1	-1
4 Lava	fl	22	56	56	834	-1	-1	-1
4 Lava	fl	22	57	57	835	-1	-1	-1
4 Lava	fl	22	58	58	836	-1	-1	-1
4 Lava	fl	22	59	59	837	-1	-1	-1
4 Lava	fl	22	60	60	838	-1	-1	-1
4 Lava	fl	23	3	3	840	-1	-1	-1
4 Lava	fl	23	4	4	841	-1	-1	-1
4 Lava	fl	23	6	6	842	-1	-1	-1
4 Lava	fl	23	7	7	843	-1	-1	-1
4 Lava	fl	23	8	8	844	-1	-1	-1
4 Lava	fl	23	9	9	845	-1	-1	-1
4 Lava	fl	23	11	11	846	-1	-1	-1
4 Lava	fl	23	12	12	847	-1	-1	-1
4 Lava	fl	23	13	13	848	-1	-1	-1
4 Lava	fl	23	14	14	849	-1	-1	-1
4 Lava	fl	23	15	15	850	-1	-1	-1
4 Lava	fl	23	17	17	851	-1	-1	-1
4 Lava	fl	23	18	18	852	-1	-1	-1
4 Lava	fl	23	19	19	853	-1	-1	-1
4 Lava	fl	23	20	20	854	-1	-1	-1
4 Lava	fl	23	21	21	855	-1	-1	-1
4 Lava	fl	23	22	22	856	-1	-1	-1
4 Lava	fl	23	23	23	857	-1	-1	-1
4 Lava	fl	23	24	24	858	-1	-1	-1
4 Lava	fl	23	25	25	859	-1	-1	-1
4 Lava	fl	23	28	28	860	-1	-1	-1
4 Lava	fl	23	29	29	861	-1	-1	-1
4 Lava	fl	23	31	31	862	-1	-1	-1
4 Lava	fl	23	32	32	863	-1	-1	-1
4 Lava	fl	23	34	34	864	-1	-1	-1
4 Lava	fl	23	35	35	865	-1	-1	-1
4 Lava	fl	23	36	36	866	-1	-1	-1
4 Lava	fl	23	37	37	867	-1	-1	-1
4 Lava	fl	23	38	38	868	-1	-1	-1
4 Lava	fl	23	39	39	869	-1	-1	-1
4 Lava	fl	23	40	40	870	-1	-1	-1
4 Lava	fl	23	41	41	871	-1	-1	-1
4 Lava	fl	23	42	42	872	-1	-1	-1
4 Lava	fl	23	46	46	873	-1	-1	-1
4 Lava	fl	23	47	47	874	-1	-1	-1
4 Lava	fl	23	49	49	875	-1	-1	-1
4 Lava	fl	23	50	50	876	-1	-1	-1
4 Lava	fl	23	51	51	877	-1	-1	-1
4 Lava	fl	23	53	53	878	-1	-1	-1
4 Lava	fl	23	54	54	879	-1	-1	-1
4 Lava	fl	23	57	57	880	-1	-1	-1
4 Lava	fl	23	58	58	881	-1	-1	-1
4 Lava	fl	23	59	59	882	-1	-1	-1
4 Lava	fl	23	60	60	883	-1	-1	-1
4 Lava	fl	23	62	62	884	-1	-1	-1
4 Lava	fl	23	63	63	885	-1	-1	-1
4 Lava	fl	24	1	1	886	-1	-1	-1
4 Lava	fl	24	4	4	887	-1	-1	-1
4 Lava	fl	24	5	5	888	-1	-1	-1
4 Lava	fl	24	6	6	889	-1	-1	-1
4 Lava	fl	24	8	8	890	-1	-1	-1
4 Lava	fl	24	9	9	891	-1	-1	-1
4 Lava	fl	24	10	10	892	-1	-1	-1
4 Lava	fl	24	11	11	893	-1	-1	-1
4 Lava	fl	24	12	12	894	-1	-1	-1
4 Lava	fl	24	13	13	895	-1	-1	-1
4 Lava	fl	24	14	14	896	-1	-1	-1
4 Lava	fl	24	20	20	897	-1	-1	-1
4 Lava	fl	24	21	21	898	-1	-1	-1
4 Lava	fl	24	22	22	899	-1	-1	-1
4 Lava	fl	24	23	23	900	-1	-1	-1
4 Lava	fl	24	24	24	901	-1	-1	-1
4 Lava	fl	24	26	26	902	-1	-1	-1
4 Lava	fl	24	27	27	903	-1	-1	-1
4 Lava	fl	24	28	28	904	-1	-1	-1
4 Lava	fl	24	29	29	905	-1	-1	-1
4 Lava	fl	24	30	30	906	-1	-1	-1
4 Lava	fl	24	32	32	907	-1	-1	-1
4 Lava	fl	24	33	33	908	-1	-1	-1
4 Lava	fl	24	34	34	909	-1	-1	-1
4 Lava	fl	24	36	36	839	-1	-1	-1
4 Lava	fl	24	37	37	910	-1	-1	-1
4 Lava	fl	24	38	38	911	-1	-1	-1
4 Lava	fl	24	39	39	912	-1	-1	-1
4 Lava	fl	24	40	40	913	-1	-1	-1
4 Lava	fl	24	41	41	914	-1	-1	-1
4 Lava	fl	24	43	43	915	-1	-1	-1
4 Lava	fl	24	44	44	916	-1	-1	-1
4 Lava	fl	24	45	45	917	-1	-1	-1
4 Lava	fl	24	47	47	918	-1	-1	-1
4 Lava	fl	24	48	48	919	-1	-1	-1
4 Lava	fl	24	49	49	920	-1	-1	-1
4 Lava	fl	24	50	50	920	-1	-1	-1
4 Lava	fl	24	51	51	921	-1	-1	-1
4 Lava	fl	25	2	2	922	-1	-1	-1
4 Lava	fl	25	3	3	923	-1	-1	-1
4 Lava	fl	25	5	5	924	-1	-1	-1
4 Lava	fl	25	8	8	927	-1	-1	-1
4 Lava	fl	25	9	9	928	-1	-1	-1
4 Lava	fl	25	10	10	929	-1	-1	-1
4 Lava	fl	25	12	12	930	-1	-1	-1
4 Lava	fl	25	13	13	931	-1	-1	-1
4 Lava	fl	25	14	14	932	-1	-1	-1
4 Lava	fl	25	15	15	933	-1	-1	-1
4 Lava	fl	25	22	22	935	-1	-1	-1
4 Lava	fl	25	23	23	936	-1	-1	-1
4 Lava	fl	25	25	25	938	-1	-1	-1
4 Lava	fl	26	9	9	1076	-1	-1	-1
4 Lava	fl	26	21	21	1052	-1	-1	-1
4 Lava	fl	26	23	23	1053	-1	-1	-1
4 Lava	fl	26	29	29	941	-1	-1	-1
4 Lava	fl	26	30	30	942	-1	-1	-1
4 Lava	fl	26	33	33	943	-1	-1	-1
4 Lava	fl	26	34	34	944	-1	-1	-1
4 Lava	fl	26	37	37	945	-1	-1	-1
4 Lava	fl	26	38	38	946	-1	-1	-1
4 Lava	fl	26	43	43	307	-1	-1	-1
4 Lava	fl	27	20	20	1055	-1	-1	-1
4 Lava	fl	27	21	21	1056	-1	-1	-1
4 Lava	fl	27	22	22	1057	-1	-1	-1
4 Lava	fl	27	18	18	1058	-1	-1	-1
4 Lava	fl	27	13	13	1059	-1	-1	-1
4 Lava	fl	29	1	1	947	-1	-1	-1
4 Lava	fl	29	2	2	948	-1	-1	-1
4 Lava	fl	29	3	3	949	-1	-1	-1
4 Lava	fl	29	5	5	950	-1	-1	-1
4 Lava	fl	29	6	6	951	-1	-1	-1
4 Lava	fl	29	10	10	953	-1	-1	-1
4 Lava	fl	29	14	14	955	-1	-1	-1
4 Lava	fl	29	22	22	957	-1	-1	-1
4 Lava	fl	29	23	23	958	-1	-1	-1
4 Lava	fl	29	26	26	959	-1	-1	-1
4 Lava	fl	29	27	27	960	-1	-1	-1
4 Lava	fl	29	30	30	961	-1	-1	-1
4 Lava	fl	29	31	31	962	-1	-1	-1
4 Lava	fl	29	36	36	963	-1	-1	-1
4 Lava	fl	29	37	37	964	-1	-1	-1
4 Lava	fl	29	40	40	965	-1	-1	-1
4 Lava	fl	29	41	41	966	-1	-1	-1
4 Lava	fl	29	42	42	967	-1	-1	-1
4 Lava	fl	29	44	44	968	-1	-1	-1
4 Lava	fl	29	46	46	969	-1	-1	-1
4 Lava	fl	29	53	53	970	-1	-1	-1
4 Lava	fl	29	54	54	971	-1	-1	-1
4 Lava	fl	29	57	57	972	-1	-1	-1
4 Lava	fl	29	58	58	973	-1	-1	-1
4 Lava	fl	29	61	61	974	-1	-1	-1
4 Lava	fl	29	62	62	975	-1	-1	-1
4 Lava	fl	35			980	-1	-1	-1
4 Lava	fl	35	3	3	981	-1	-1	-1
4 Lava	fl	35	12	12	982	-1	-1	-1
4 Lava	fl	35	13	13	983	-1	-1	-1
4 Lava	fl	35	14	14	984	-1	-1	-1
4 Lava	fl	35	16	16	985	-1	-1	-1
4 Lava	fl	35	17	17	986	-1	-1	-1
4 Lava	fl	35	18	18	987	-1	-1	-1
4 Lava	fl	35	20	20	988	-1	-1	-1
4 Lava	fl	35	22	22	990	-1	-1	-1
4 Lava	fl	35	23	23	991	-1	-1	-1
4 Lava	fl	35	24	24	992	-1	-1	-1
4 Lava	fl	35	25	25	993	-1	-1	-1
4 Lava	fl	35	26	26	994	-1	-1	-1
4 Lava	fl	35	38	38	997	-1	-1	-1
4 Lava	fl	35	39	39	995	-1	-1	-1
4 Lava	fl	35	41	41	994	-1	-1	-1
4 Lava	fl	35	42	42	998	-1	-1	-1
4 Lava	fl	35	21	21	989	-1	-1	-1
4 Lava	fl	35	33	33	995	-1	-1	-1
4 Lava	fl	35	36	36	981	-1	-1	-1
4 Lava	fl	35	33	33	1016	-1	-1	-1
4 Lava	fl	35	34	34	1017	-1	-1	-1
4 Lava	fl	35	38	38	1018	-1	-1	-1
4 Lava	fl	36			1040	-1	-1	-1
4 Lava	fl	36	1	1	1041	-1	-1	-1
4 Lava	fl	36	6	6	1042	-1	-1	-1
4 Lava	fl	36	10	10	1043	-1	-1	-1
4 Lava	fl	36	14	14	1044	-1	-1	-1
4 Lava	fl	36	12	12	1045	-1	-1	-1
4 Lava	fl	36	13	13	1046	-1	-1	-1
4 Lava	fl	36	16	16	1047	-1	-1	-1
4 Lava	fl	36	19	19	1048	-1	-1	-1
4 Lava	fl	36	22	22	1049	-1	-1	-1
4 Lava	fl	36	25	25	1050	-1	-1	-1
4 Lava	fl	36	26	26	1051	-1	-1	-1
4 Lava	fl	36	27	27	1052	-1	-1	-1
4 Lava	fl	39	21	21	1114	-1	-1	-1
4 Lava	fl	39	22	22	1115	-1	-1	-1
4 Lava	fl	39	23	23	1116	-1	-1	-1
4 Lava	fl	37	14	14	1117	-1	-1	-1
4 Lava	fl	37	15	15	1118	-1	-1	-1
4 Lava	fl	39	16	16	1119	-1	-1	-1
4 Lava	fl	39	17	17	1118	-1	-1	-1
4 Lava	fl	39	18	18	1121	-1	-1	-1
4 Lava	fl	39	19	19	1122	-1	-1	-1
4 Lava	fl	39	20	20	1123	-1	-1	-1
4 Lava	fl	37	4	4	1124	-1	-1	-1
4 Lava	fl	37			1125	-1	-1	-1
4 Lava	fl	39	24	24	1126	-1	-1	-1
4 Lava	fl	39	25	25	1127	-1	-1	-1
4 Lava	fl	37	12	12	1128	-1	-1	-1
4 Lava	fl	37	5	5	1129	-1	-1	-1
4 Lava	fl	37	1	1	1130	-1	-1	-1
4 Lava	fl	37	10	10	1131	-1	-1	-1
4 Lava	fl	37	2	2	1132	-1	-1	-1
4 Lava	fl	37	17	17	1133	-1	-1	-1
4 Lava	fl	37	18	18	1134	-1	-1	-1
4 Lava	fl	37	21	21	1135	-1	-1	-1
4 Lava	fl	37	22	22	1136	-1	-1	-1
4 Lava	fl	37	23	23	1137	-1	-1	-1
4 Lava	fl	37	24	24	1138	-1	-1	-1
4 Lava	fl	39	26	26	1139	-1	-1	-1
4 Lava	fl	39	27	27	1140	-1	-1	-1
4 Lava	fl	39	30	30	1141	-1	-1	-1
4 Lava	fl	39	31	31	1142	-1	-1	-1
4 Lava	fl	39	32	32	1143	-1	-1	-1
4 Lava	fl	39	33	33	1144	-1	-1	-1
4 Lava	fl	39	40	40	1195	-1	-1	-1
4 Lava	fl	39	41	41	1196	-1	-1	-1
4 Lava	fl	39	42	42	1197	-1	-1	-1
4 Lava	fl	39	43	43	1198	-1	-1	-1
4 Lava	fl	39	45	45	1199	-1	-1	-1
4 Lava	fl	39			1000	-1	-1	-1
4 Lava	fl	39	1	1	1001	-1	-1	-1
4 Lava	fl	39	2	2	1002	-1	-1	-1
4 Lava	fl	39	3	3	1003	-1	-1	-1
4 Lava	fl	39	4	4	1004	-1	-1	-1
4 Lava	fl	39	5	5	1005	-1	-1	-1
4 Lava	fl	39	6	6	1006	-1	-1	-1
4 Lava	fl	39	7	7	1007	-1	-1	-1
4 Lava	fl	39	8	8	1008	-1	-1	-1
4 Lava	fl	39	9	9	1009	-1	-1	-1
4 Lava	fl	39	10	10	1010	-1	-1	-1
4 Lava	fl	39	11	11	1011	-1	-1	-1
4 Lava	fl	39	12	12	1012	-1	-1	-1
4 Lava	fl	39	13	13	1013	-1	-1	-1
4 Lava	fl	39	14	14	1014	-1	-1	-1
4 Lava	fl	39	15	15	1015	-1	-1	-1
4 Lava	wbl	30			1145	-1	-1	-1
