name	*name	*Laz / status	*Laz / information	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	minac	maxac	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
mp1 	Lesser Mana Potion				1				1	1				1	25			mp1 	mp1 	mp1	16	1	1				flpbps	invmp1				xxx 			1	0	mpot		so237	14	so238			5		1	1								-1	6	st191	st2	st191	250	is27	50	is67	-15				ItemstatsMP1					non 						255					255	1	1			255					255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255						mp4 	mp5 			1	1		0
mp2 	Light Mana Potion				1				1	1				1	50			mp2 	mp2 	mp2	16	1	1				flpbps	invmp2				xxx 			1	0	mpot		so237	14	so238			5		1	1								-1	6	st191	st2	st191	225	is27	75	is67	-15				ItemstatsMP2					non 						255					255					255					255	1	1			255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255						mp4 	mp5 			1	1		0
mp3 	Mana Potion				1				1	1				1	100			mp3 	mp3 	mp3	16	1	1				flpbps	invmp3				xxx 			1	0	mpot		so237	14	so238			5		1	1								-1	6	st191	st2	st191	200	is27	100	is67	-15				ItemstatsMP3					non 						255					255					255					255					255					255					255					255	1	1			255					255					255					255					255	1	1			255					255					255	1	1			255						mp4 	mp5 			1	1		0
mp4 	Strong Mana Potion				1				1	1				1	200			mp4 	mp4 	mp4	16	1	1				flpbpl	invmp4				xxx 			1	0	mpot		so237	14	so238			5		1	1								-1	6	st191	st2	st191	175	is27	125	is67	-15				ItemstatsMP4					non 						255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	1	1			255						xxx 	mp5 			1	1		0
mp5 	Greater Mana Potion				1				1	1				1	400			mp5 	mp5 	mp5	16	1	1				flpbpl	invmp5				xxx 			1	0	mpot		so237	14	so238			5		1	1								-1	6	st191	st2	st191	150	is27	150	is67	-15				ItemstatsMP5					non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 			1	1		0
skc 	Chipped Skull				1			1	8	1				1	100			skc 	skc 	skc	16	1	1				flpskl	invskc				xxx 				0	gemz	gem0	so232	12	so232			5											-1																		skf 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
skf 	Flawed Skull				1			5	9	1				1	200			skf 	skf 	skf	16	1	1				flpskl	invskf				xxx 				0	gemz	gem1	so232	12	so232			5											-1																		sku 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
sku 	Skull				1			12	10	1				1	300			sku 	sku 	sku	16	1	1				flpskl	invsku				xxx 				0	gemz	gem2	so232	12	so232			5											-1																		skl 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
skl 	Flawless Skull				1			15	11	1				1	400			skl 	skl 	skl	16	1	1				flpskl	invskl				xxx 				0	gemz	gem3	so232	12	so232			5											-1																		skz 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
skz 	Perfect Skull				1			18	12	1				1	500			skz 	skz 	skz	16	1	1				flpskl	invskz				xxx 				0	gemz	gem4	so232	12	so232			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
Expansion	Expansion																																																																																																																																																																											0
hrb 	herb					100	3		3					1	75			hrb 	hrb 	hrb	16	1	1				flphrb	invhrb				xxx 			1	0	herb		so224	12	so224			5		1									-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
cm1 	Cycle					100	28		4	1				1	300	45000		cm1 	rld 	cm1	16	1	1				flpchm1	invch1				xxx 				0	scha		so214	12	so214			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx 	xxx 						0
cm2 	Cycle					100	14		8	1				1	200	38000		cm2 	rda 	cm2	16	1	2				flpchm2	invch2				xxx 				0	mcha		so214	12	so214			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx 	xxx 						0
cm3 	Cycle					100	1		12	1				1	600	32000		cm3 	rgd 	cm3	16	1	3				flpchm3	invsst				xxx 				0	lcha		so214	12	so214			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					1	xxx 	xxx 						0
rps 	Small Red Potion				1	100			1					1	100			rps 	rps 		16	1	1				flprps	invrps				xxx 			1	0	hpot		so237	14	so238			5				1	5	10					-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
rpl 	Large Red Potion				1	100			1					1	100			rpl 	rpl 		16	1	1				flprpl	invrpl				xxx 			1	0	hpot		so237	14	so238			5				1	5	10					-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
bps 	Small Blue Potion				1	100			1					1	100			bps 	bps 		16	1	1				flpbps	invbps				xxx 			1	0	mpot		so237	14	so238			5				1	5	10					-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
bpl 	Large Blue Potion				1	100			1					1	100			bpl 	bpl 		16	1	1				flpbpl	invbpl				xxx 			1	0	mpot		so237	14	so238			5				1	5	10					-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r01 	Rune	El			1	100	5	11	1	1				1	560			r01 	r01 	r01	16	1	1				flprun	invrEl				xxx 				0	rune		so242	12	so242			5											-1																		r02 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r02 	Rune	Eld			1	100	7	11	1	1				1	560			r02 	r02 	r02	16	1	1				flprun	invrEld				xxx 				0	rune		so242	12	so242			5											-1																		r03 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r03 	Rune	Tir			1	100	8	13	2	1				1	1260			r03 	r03 	r03	16	1	1				flprun	invrTir				xxx 				0	rune		so242	12	so242			5											-1																		r04 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r04 	Rune	Nef			1	100	10	13	2	1				1	1260			r04 	r04 	r04	16	1	1				flprun	invrNef				xxx 				0	rune		so242	12	so242			5											-1																		r05 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r05 	Rune	Eth			1	100	11	15	3	1				1	2240			r05 	r05 	r05	16	1	1				flprun	invrEth				xxx 				0	rune		so242	12	so242			5											-1																		r06 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r06 	Rune	Ith			1	100	13	15	3	1				1	2240			r06 	r06 	r06	16	1	1				flprun	invrIth				xxx 				0	rune		so242	12	so242			5											-1																		r07 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r07 	Rune	Tal			1	100	14	17	4	1				1	3500			r07 	r07 	r07	16	1	1				flprun	invrTal				xxx 				0	rune		so242	12	so242			5											-1																		r08 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r08 	Rune	Rat			1	100	16	19	5	1				1	5040			r08 	r08 	r08	16	1	1				flprun	invrRal				xxx 				0	rune		so242	12	so242			5											-1																		r09 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r09 	Rune	Ort			1	100	17	21	6	1				1	6860			r09 	r09 	r09	16	1	1				flprun	invrOrt				xxx 				0	rune		so242	12	so242			5											-1																		r10 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r10 	Rune	Thul			1	100	19	23	7	1				1	8960			r10 	r10 	r10	16	1	1				flprun	invrThul				xxx 				0	rune		so242	12	so242			5											-1																		r11 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r11 	Rune	Amn			1	100	20	25	8	1				1	11340			r11 	r11 	r11	16	1	1				flprun	invrAmn				xxx 				0	rune		so242	12	so242			5											-1																		r12 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r12 	Rune	Sol			1	100	22	27	9	1				1	14000			r12 	r12 	r12	16	1	1				flprun	invrSol				xxx 				0	rune		so242	12	so242			5											-1																		r13 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r13 	Rune	Shael			1	100	23	29	10	1				1	16940			r13 	r13 	r13	16	1	1				flprun	invrShae				xxx 				0	rune		so242	12	so242			5											-1																		r14 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r14 	Rune	Dol			1	100	25	31	11	1				1	20160			r14 	r14 	r14	16	1	1				flprun	invrDol				xxx 				0	rune		so242	12	so242			5											-1																		r15 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r15 	Rune	Hel			1	100	26	33	12	1				1	24402			r15 	r15 	r15	16	1	1				flprun	invrHel				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r16 	Rune	Io			1	100	28	35	13	1				1	27440			r16 	r16 	r16	16	1	1				flprun	invrIo				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r17 	Rune	Lum			1	100	29	37	14	1				1	31500			r17 	r17 	r17	16	1	1				flprun	invrLum				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r18 	Rune	Ko			1	100	31	39	15	1				1	35840			r18 	r18 	r18	16	1	1				flprun	invrKo				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r19 	Rune	Fal			1	100	32	41	16	1				1	40460			r19 	r19 	r19	16	1	1				flprun	invrFal				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r20 	Rune	Lem			1	100	34	43	17	1				1	45360			r20 	r20 	r20	16	1	1				flprun	invrLem				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r21 	Rune	Pul			1	100	35	45	18	1				1	50540			r21 	r21 	r21	16	1	1				flprun	invrPul				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r22 	Rune	Um			1	100	37	47	19	1				1	56000			r22 	r22 	r22	16	1	1				flprun	invrUm				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r23 	Rune	Mal			1	100	38	49	20	1				1	61740			r23 	r23 	r23	16	1	1				flprun	invrMal				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r24 	Rune	Ist			1	100	40	51	21	1				1	67760			r24 	r24 	r24	16	1	1				flprun	invrIst				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r25 	Rune	Gul			1	100	41	53	22	1				1	74060			r25 	r25 	r25	16	1	1				flprun	invrGul				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r26 	Rune	Vex			1	100	43	55	23	1				1	80640			r26 	r26 	r26	16	1	1				flprun	invrVex				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r27 	Rune	Ohm			1	100	44	57	24	1				1	87500			r27 	r27 	r27	16	1	1				flprun	invrOhm				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r28 	Rune	Lo			1	100	46	59	25	1				1	94640			r28 	r28 	r28	16	1	1				flprun	invrLo				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r29 	Rune	Sur			1	100	47	61	26	1				1	102060			r29 	r29 	r29	16	1	1				flprun	invrSur				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r30 	Rune	Ber			1	100	49	63	27	1				1	109760			r30 	r30 	r30	16	1	1				flprun	invrBer				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
r31 	Rune	Jah			1	100	50	65	28	1				1	117740			r31 	r31 	r31	16	1	1				flprun	invrJo				xxx 				0	rune		so242	12	so242			5											-1																		non 						255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255						xxx 	xxx 						0
