name	* info	* tier	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
846 	Skull Cap (6)	6			20	1	286	348			160			33		78	23	27480		846 	846		404	skp 	skp	846 	846 	846 			2	2	1	4	1	flpskp	invskp														helm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@17 	Skull Cap (Sacred)	Sacred			2	1	893	924			486			33		78	30	27480		@17 	@17		404	skp 	skp	@17 	@17 	@17 			2	2	1	4	1	flpskp	invskp														qhlm		so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
622 	Small Shield (1)	1			20	1	38	72			14	31		42		4	1	114		622 	622		401	buc 	buc	622 	622 	622 		7	2	2	1	1	2	flpsml	invsml														shie	tier	so249	12	so249			5						2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
760 	Small Shield (4)	4			20	1	185	286			43	95		42		48	14	9086		760 	760		403	buc 	buc	760 	760 	760 		7	2	2	1	3	2	flpsml	invsml														shie	tier	so249	12	so249			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
852 	Small Shield (6)	6			20	1	364	546			90	199		42		77	23	38624		852 	852		404	buc 	buc	852 	852 	852 		7	2	2	1	4	2	flpsml	invsml														shie	tier	so249	12	so249			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@23 	Small Shield (Sacred)	Sacred			2	1	1182	1273			463	499		42		77	30	38624		@23 	@23		404	buc 	buc	@23 	@23 	@23 		7	2	2	1	4	2	flpsml	invsml														qshi		so249	12	so249			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
3@M 	Spangenhelm (1)	1			10	1	60	90			81			62		18	5	995		3@M 	3@M		401	crn 	crn	3@M 	3@M 	3@M 			2	2	1	1	1	flpcrn	invxrnu														azhm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
6@M 	Spangenhelm (4)	4			10	1	233	322			247			62		62	19	26864		6@M 	6@M		403	crn 	crn	6@M 	6@M 	6@M 			2	2	1	3	1	flpcrn	invxrnu														azhm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
8@M 	Spangenhelm (6)	6			10	1	446	610			519			62		90	27	100440		8@M 	8@M		404	crn 	crn	8@M 	8@M 	8@M 			2	2	1	4	1	flpcrn	invxrnu														azhm	tier	so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
9@M 	Spangenhelm (Sacred)	Sacred			1	1	763	845			606			62		90	30	100440		9@M 	9@M		404	crn 	crn	9@M 	9@M 	9@M 			2	2	1	4	1	flpcrn	invxrnu														szhm		so223	12	so223			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
643 	Spiked Shield (1)	1			20	1	52	103				55		59		12	3	394		643 	643		401	spk 	buc	643 	643 	643 		7	2	3	1	1	2	flpspk	invspk														bshi	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
781 	Spiked Shield (4)	4			20	1	231	382				168		59		56	16	15357		781 	781		404	spk 	buc	781 	781 	781 		7	2	3	1	4	2	flpspk	invspk														bshi	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
873 	Spiked Shield (6)	6			20	1	448	728				353		59		84	25	58838		873 	873		406	spk 	buc	873 	873 	873 		7	2	3	1	6	2	flpspk	invspk														bshi	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@44 	Spiked Shield (Sacred)	Sacred			2	1	724	864				550		59		84	30	58838		@44 	@44		406	spk 	buc	@44 	@44 	@44 		7	2	3	1	6	2	flpspk	invspk														qshi		so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
w14 	Spirit Mask (1)	1	100		4	1	67	100			77			54		17	5	729		w14 	w14		402	dr1 	dr1	w14 	w14 	w14 			2	2	1	2	1	flpdr1	invdr5														pelt	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
w74 	Spirit Mask (4)	4	100		4	1	259	358			235			54		61	18	19680		w74 	w74		403	dr1 	dr1	w74 	w74 	w74 			2	2	1	3	1	flpdr1	invdr5														pelt	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
e24 	Spirit Mask (6)	6	100		4	1	496	678			494			54		90	27	73582		e24 	e24		404	dr1 	dr1	e24 	e24 	e24 			2	2	1	4	1	flpdr1	invdr5														pelt	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
@51 	Spirit Mask (Sacred)	Sacred	100		1	1	748	839			458			54		90	30	73582		@51 	@51		404	dr1 	dr1	@51 	@51 	@51 			2	2	1	4	1	flpdr1	invdr5														qplt		so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
608 	Splint Mail (1)	1			20	1	107	214			61			75		10	3	471		608 	608		401	spl 	spl	608 	608 	608 		1	2	3	1	2	1	flpspl	invspl			1	1	2	1	1	1						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255		1		1	1					255					255					255			2	8		xxx 	xxx 			1
746 	Splint Mail (4)	4			20	1	392	716			186			75		53	16	23329		746 	746		404	spl 	spl	746 	746 	746 		1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
838 	Splint Mail (6)	6			20	1	746	1346			391			75		82	24	97952		838 	838		406	spl 	spl	838 	838 	838 		1	2	3	1	6	1	flpspl	invspl			1	1	2	1	1	1						tors	tier	so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@09 	Splint Mail (Sacred)	Sacred			2	1	1873	2173			563			75		82	30	97952		@09 	@09		406	spl 	spl	@09 	@09 	@09 		1	2	3	1	6	1	flpspl	invspl			1	1	2	1	1	1						qtor		so236	12	so236			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
603 	Studded Leather (1)	1			20	1	50	103			31			45		6	1	175		603 	603		401	stu 	stu	603 	603 	603 		1	2	3	1	2	1	flpstu	invstu					1	1	1	1						tors	tier	so230	12	so230			5						2							1					255					255					255					255					255		1		1	1					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
741 	Studded Leather (4)	4			20	1	222	378			95			45		49	14	11716		741 	741		404	stu 	stu	741 	741 	741 		1	2	3	1	4	1	flpstu	invstu					1	1	1	1						tors	tier	so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
833 	Studded Leather (6)	6			20	1	430	718			199			45		78	23	50176		833 	833		406	stu 	stu	833 	833 	833 		1	2	3	1	6	1	flpstu	invstu					1	1	1	1						tors	tier	so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@04 	Studded Leather (Sacred)	Sacred			2	1	1715	1859			499			45		78	30	50176		@04 	@04		406	stu 	stu	@04 	@04 	@04 		1	2	3	1	6	1	flpstu	invstu					1	1	1	1						qtor		so230	12	so230			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
w20 	Targe (1)	1	100		4	1	30	57				13	1	40		4	1	108		w20 	w20		401	pa1 	spk	w20 	w20 	w20 		7	2	2	1	1	2	flppa1	invpa1														ashd	tier	so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
w80 	Targe (4)	4	100		4	1	148	228				40	1	40		48	14	8653		w80 	w80		403	pa1 	spk	w80 	w80 	w80 		7	2	2	1	3	2	flppa1	invpa1														ashd	tier	so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
e30 	Targe (6)	6	100		4	1	291	436				85	1	40		77	23	36784		e30 	e30		404	pa1 	spk	e30 	e30 	e30 		7	2	2	1	4	2	flppa1	invpa1														ashd	tier	so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
@57 	Targe (Sacred)	Sacred	100		1	1	1145	1218				437	1	40		77	30	36784		@57 	@57		404	pa1 	spk	@57 	@57 	@57 		7	2	2	1	4	2	flppa1	invpa1														qaur		so231	12	so231			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx 	xxx 			1
k03 	Tiara (1)	1	100		8	1	22	48				21		20		13	4	445		k03 	k03		402	lit 	lit	k03 	k03 	k03 			2	2	1	2	1	flpci1	invci2														circ	tier	so223	12	so223			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			1	2		xxx 	xxx 			1
k15 	Tiara (4)	4	100		8	1	91	166				96		20		56	17	15293		k15 	k15		403	lit 	lit	k15 	k15 	k15 			2	2	1	3	1	flpci1	invci2														circ	tier	so223	12	so223			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx 	xxx 			1
k23 	Tiara (6)	6	100		8	1	177	313				220		20		85	25	59946		k23 	k23		404	lit 	lit	k23 	k23 	k23 			2	2	1	4	1	flpci1	invci2														circ	tier	so223	12	so223			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx 	xxx 			1
@69 	Tiara (Sacred)	Sacred	100		2	1	520	588				392		20		85	30	59946		@69 	@69		404	lit 	lit	@69 	@69 	@69 			2	2	1	4	1	flpci1	invci2														qcic		so223	12	so223			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1	2		xxx 	xxx 			1
6@O 	Totem Shield (1)	1			10	1	30	59				44	1	56		10	3	309		6@O 	6@O		401	bsh 	buc	6@O 	6@O 	6@O 		7	2	3	1	1	2	flpbsh	invxshu														ishd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
9@O 	Totem Shield (4)	4			10	1	142	226				134	1	56		53	16	14857		9@O 	9@O		404	bsh 	buc	9@O 	9@O 	9@O 		7	2	3	1	4	2	flpbsh	invxshu														ishd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
2@P 	Totem Shield (6)	6			10	1	276	435				282	1	56		82	25	60590		2@P 	2@P		406	bsh 	buc	2@P 	2@P 	2@P 		7	2	3	1	6	2	flpbsh	invxshu														ishd	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
3@P 	Totem Shield (Sacred)	Sacred			1	1	498	577				527	1	56		82	30	60590		3@P 	3@P		406	bsh 	buc	3@P 	3@P 	3@P 		7	2	3	1	6	2	flpbsh	invxshu														sisd		so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
625 	Tower Shield (1)	1			20	1	105	206		10	38	73		72		12	3	594		625 	625		401	tow 	buc	625 	625 	625 		7	2	3	1	1	2	flptow	invtow														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx 	xxx 			1
763 	Tower Shield (4)	4			20	1	388	691		10	116	223		72		56	17	25201		763 	763		403	tow 	buc	763 	763 	763 		7	2	3	1	3	2	flptow	invtow														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
855 	Tower Shield (6)	6			20	1	739	1298		10	244	468		72		85	25	101705		855 	855		404	tow 	buc	855 	855 	855 		7	2	3	1	4	2	flptow	invtow														shie	tier	so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
@26 	Tower Shield (Sacred)	Sacred			2	1	1369	1649		10	514	589		72		85	30	101705		@26 	@26		404	tow 	buc	@26 	@26 	@26 		7	2	3	1	4	2	flptow	invtow														qshi		so231	12	so231			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
w27 	Unraveller Head (1)	1	100		4	1	56	108				24	1	53		9	2	298		w27 	w27		402	ne3 	bhm	w27 	w27 	w27 		10	2	2	1	2	2	flpne3	invne3														head	tier	so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
w87 	Unraveller Head (4)	4	100		4	1	214	370				72	1	53		53	16	16308		w87 	w87		403	ne3 	bhm	w87 	w87 	w87 		10	2	2	1	3	2	flpne3	invne3														head	tier	so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
e37 	Unraveller Head (6)	6	100		4	1	408	698				153	1	53		82	24	67622		e37 	e37		404	ne3 	bhm	e37 	e37 	e37 		10	2	2	1	4	2	flpne3	invne3														head	tier	so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
@64 	Unraveller Head (Sacred)	Sacred	100		1	1	954	1099				441	1	53		82	30	67622		@64 	@64		404	ne3 	bhm	@64 	@64 	@64 		10	2	2	1	4	2	flpne3	invne3														qhed		so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
w10 	Wolf Head (1)	1	100		4	1	20	28			23			31		4	1	85		w10 	w10		401	dr1 	dr1	w10 	w10 	w10 			2	2	1	1	1	flpdr1	invdr1														pelt	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
w70 	Wolf Head (4)	4	100		4	1	114	140			72			31		49	14	6442		w70 	w70		403	dr1 	dr1	w70 	w70 	w70 			2	2	1	3	1	flpdr1	invdr1														pelt	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
e20 	Wolf Head (6)	6	100		4	1	228	278			152			31		78	23	26171		e20 	e20		404	dr1 	dr1	e20 	e20 	e20 			2	2	1	4	1	flpdr1	invdr1														pelt	tier	so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
@47 	Wolf Head (Sacred)	Sacred	100		1	1	614	639			440			31		78	30	26171		@47 	@47		404	dr1 	dr1	@47 	@47 	@47 			2	2	1	4	1	flpdr1	invdr1														qplt		so223	12	so223			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx 	xxx 			1
w26 	Zombie Head (1)	1	100		4	1	40	77				17	1	45		6	2	161		w26 	w26		402	ne2 	bhm	w26 	w26 	w26 		10	2	2	1	2	2	flpne2	invne2														head	tier	so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
w86 	Zombie Head (4)	4	100		4	1	169	280				53	1	45		50	15	11530		w86 	w86		403	ne2 	bhm	w86 	w86 	w86 		10	2	2	1	3	2	flpne2	invne2														head	tier	so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
e36 	Zombie Head (6)	6	100		4	1	326	532				112	1	45		80	24	50366		e36 	e36		404	ne2 	bhm	e36 	e36 	e36 		10	2	2	1	4	2	flpne2	invne2														head	tier	so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
@63 	Zombie Head (Sacred)	Sacred	100		1	1	913	1016				438	1	45		80	30	50366		@63 	@63		404	ne2 	bhm	@63 	@63 	@63 		10	2	2	1	4	2	flpne2	invne2														qhed		so222	12	so222			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx 	xxx 			1
Ysh4	Mage's Plate						1998	2424		5	500			50		87	30	148418		Ysh4	Ysh4		406	gth 		Ysh4	Ysh4	Ysh4		1	2	3	1		1	flpgth	lab_armor		lab_armor	2	2	1	2	2	2						###3		so236	12	so236			5						2							1					255					255					255					255					255					255										255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
Ysh5	Divine Guard						724	864				500		50		84	30	58838		Ysh5	Ysh5		406	spk 		Ysh5	Ysh5	Ysh5		7	2	3	1		2	flpspk	lab_shield		lab_shield												###4		so231	12	so231			5						2							1					255					255					255					255					255					255										255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
Ysh6	Sorcerer's Mask						1060	1174			500			50		90	30	77262		Ysh6	Ysh6		404	crn 		Ysh6	Ysh6	Ysh6			2	2	1		1	flpcrn	lab_helm		lab_helm												###5		so223	12	so223			5						2							1					255					255					255					255					255					255										255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
Ysh7	Mana Belt						977	1070			500			50		87	30	75428		Ysh7	Ysh7		402	hbl 		Ysh7	Ysh7	Ysh7		16	2	1	1		1	flphbl	lab_belt		lab_belt												###6	qblt	so206	12	so206			5			6			2							1					255					255					255					255					255					255										255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
Ysh8	Warkeepers						400	468			500			50		86	30	39985		Ysh8	Ysh8		404	hgl 		Ysh8	Ysh8	Ysh8		16	2	2	1		1	flphgl	lab_gloves		lab_gloves												###7		so220	12	so220			5						2							1					255					255					255					255					255					255										255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
Ysh9	Winged Feet						593	669			500			50		86	30	51228		Ysh9	Ysh9		404	hbt 		Ysh9	Ysh9	Ysh9		16	2	2	1		1	flphbt	lab_boots		lab_boots												###8		so210	12	so210			5						2							1					255					255					255					255					255					255										255					255			255							255					255					255					255					255					255					255			2	8		xxx 	xxx 			1
